,work,composer,librettist,theatre,date
9414,Sir John in Love,Ralph Vaughan Williams,Ralph Vaughan Williams,Royal Conservatoire of Scotland,2015-05-15
9415,Creation,Franz Joseph Haydn,Gottfried van Swieten,Usher Hall,2015-05-14
9416,Creation,Franz Joseph Haydn,Gottfried van Swieten,"City Halls, Glasgow",2015-05-15
9417,Ballo in maschera,Giuseppe Verdi,Antonio Somma,Perth Oasis,2015-05-15
9418,Ballo in maschera,Giuseppe Verdi,Antonio Somma,"Mechanics' Institute, Brechin",2015-05-16
9419,Ballo in maschera,Giuseppe Verdi,Antonio Somma,Dundee West Church,2015-05-17
9420,Edinburgh Concerts for RCS Scholarship Fund,,,Scottish Arts Club,2015-05-19
9421,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Haddo House Hall,2015-05-20
9422,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Village Hall, Kyleakin",2015-05-22
9423,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Nevis Centre,2015-05-23
9424,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Perth Concert Hall,2015-05-21
9425,Actéon,Marc-Antoine Charpentier,,"Gaiety Theatre, Ayr",2015-05-23
9426,"Wagner, the Father of modern conducting philosophy ",,,Edinburgh Society of Musicians,2015-05-24
9427,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Festival Theatre, Edinburgh",2015-05-27
9428,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Festival Theatre, Edinburgh",2015-05-30
9429,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare",Eden Court Theatre,2015-06-04
9430,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare",Eden Court Theatre,2015-06-06
9431,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","His Majesty's Theatre, Aberdeen",2015-06-11
9432,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","His Majesty's Theatre, Aberdeen",2015-06-13
9433,Friends of Scottish Opera May,,,Friends of Scottish Opera,2015-05-27
9434,Dream of Gerontius,Edward Elgar,Edward Elgar,Usher Hall,2015-05-29
9435,Dream of Gerontius,Edward Elgar,Edward Elgar,"Royal Concert Hall, Glasgow",2015-05-30
9436,Actéon,Marc-Antoine Charpentier,,"Lamlash Community Theatre, Arran",2015-05-30
9437,Carousel,Richard Rodgers,Oscar Hammerstein II,"Festival Theatre, Edinburgh",2015-06-02
9438,Carousel,Richard Rodgers,Oscar Hammerstein II,"Festival Theatre, Edinburgh",2015-06-03
9439,Carousel,Richard Rodgers,Oscar Hammerstein II,"Festival Theatre, Edinburgh",2015-06-04
9440,Carousel,Richard Rodgers,Oscar Hammerstein II,"Festival Theatre, Edinburgh",2015-06-04
9441,Carousel,Richard Rodgers,Oscar Hammerstein II,"Festival Theatre, Edinburgh",2015-06-05
9442,Carousel,Richard Rodgers,Oscar Hammerstein II,"Festival Theatre, Edinburgh",2015-06-06
9443,Carousel,Richard Rodgers,Oscar Hammerstein II,"Festival Theatre, Edinburgh",2015-06-06
9444,Opera Scenes,,,Royal Conservatoire of Scotland,2015-06-04
9445,Opera Scenes,,,Royal Conservatoire of Scotland,2015-06-05
9446,Friends of Scottish Opera June,,,Friends of Scottish Opera,2015-06-07
9447,Gala Evening of Opera,,,Royal Over-Seas League,2015-06-08
9448,Simoon,Erik Chisholm,Erik Chisholm,"Western Baths, Glasgow",2015-06-08
9449,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,Byre Theatre,2015-06-15
9450,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,Byre Theatre,2015-06-17
9451,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,Byre Theatre,2015-06-18
9452,Art as Utopia - Parsifal and the East German Left,,,Edinburgh Society of Musicians,2015-06-21
9453,Concert,,,New Athenaeum Theatre,2015-07-04
9454,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Duthie Park,2015-07-05
9455,Inganno felice,Gioachino Rossini,Giuseppe Foppa,"Centre for Contemporary Arts, Glasgow",2015-07-15
9456,Inganno felice,Gioachino Rossini,Giuseppe Foppa,Kippen Parish Church,2015-07-17
9457,Inganno felice,Gioachino Rossini,Giuseppe Foppa,Englefield Long Gallery,2015-07-19
9458,Inganno felice,Gioachino Rossini,Giuseppe Foppa,Teatro dei Riuniti,2015-07-21
9459,Inganno felice,Gioachino Rossini,Giuseppe Foppa,Basilica San Salvatore,2015-07-23
9460,Inganno felice,Gioachino Rossini,Giuseppe Foppa,Montone,2015-07-24
9461,Noyes Fludde,Benjamin Britten,,Queen's Cross Church ,2015-07-24
9462,Noyes Fludde,Benjamin Britten,,Queen's Cross Church ,2015-07-25
9463,Noyes Fludde,Benjamin Britten,,Queen's Cross Church ,2015-07-25
9464,Inganno felice,Gioachino Rossini,Giuseppe Foppa,Citerna,2015-07-25
9465,An Evening with Fife Opera,,,"Community Hall, Crail",2015-07-28
9466,Persuasion,,,Tivoli Theatre,2015-07-31
9467,Persuasion,,,Assembly Rooms,2015-08-06
9468,Persuasion,,,Assembly Rooms,2015-08-07
9469,Persuasion,,,Assembly Rooms,2015-08-08
9470,Persuasion,,,Assembly Rooms,2015-08-09
9471,Scala di seta,Gioachino Rossini,Giuseppe Foppa,Guildhall,2015-08-01
9472,Scala di seta,Gioachino Rossini,Giuseppe Foppa,Guildhall,2015-08-02
9473,China Doll,,,Pleasance Dome,2015-08-05
9474,China Doll,,,Pleasance Dome,2015-08-06
9475,China Doll,,,Pleasance Dome,2015-08-07
9476,China Doll,,,Pleasance Dome,2015-08-08
9477,China Doll,,,Pleasance Dome,2015-08-09
9478,China Doll,,,Pleasance Dome,2015-08-12
9479,China Doll,,,Pleasance Dome,2015-08-13
9480,China Doll,,,Pleasance Dome,2015-08-14
9481,China Doll,,,Pleasance Dome,2015-08-15
9482,China Doll,,,Pleasance Dome,2015-08-16
9483,China Doll,,,Pleasance Dome,2015-08-18
9484,China Doll,,,Pleasance Dome,2015-08-19
9485,China Doll,,,Pleasance Dome,2015-08-20
9486,China Doll,,,Pleasance Dome,2015-08-21
9487,China Doll,,,Pleasance Dome,2015-08-22
9488,China Doll,,,Pleasance Dome,2015-08-23
9489,China Doll,,,Pleasance Dome,2015-08-24
9490,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-06
9491,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-07
9492,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-08
9493,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-09
9494,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-10
9495,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-11
9496,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-12
9497,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-12
9498,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-13
9499,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-13
9500,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-14
9501,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-15
9502,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-16
9503,Tutte Contro Verdi,,,"New Town Theatre, Freemasons Hall",2015-08-17
9504,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Institut français d'Ecosse,2015-08-07
9505,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Institut français d'Ecosse,2015-08-08
9506,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Institut français d'Ecosse,2015-08-09
9507,Last Hotel,,,Royal Lyceum Theatre,2015-08-07
9508,Last Hotel,,,Royal Lyceum Theatre,2015-08-08
9509,Last Hotel,,,Royal Lyceum Theatre,2015-08-10
9510,Last Hotel,,,Royal Lyceum Theatre,2015-08-11
9511,Last Hotel,,,Royal Lyceum Theatre,2015-08-12
9512,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Guildhall,2015-08-08
9513,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Greyfriars Kirk,2015-08-13
9514,Pirates of Penzance,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-09
9515,Pirates of Penzance,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-10
9516,Pirates of Penzance,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-11
9517,Pirates of Penzance,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-13
9518,Pirates of Penzance,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-14
9519,Pirates of Penzance,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-15
9520,Little Sweep,,,Cromarty West Church,2015-08-12
9521,Little Sweep,,,Cromarty West Church,2015-08-13
9522,Little Sweep,,,Cromarty West Church,2015-08-14
9523,Opera Mouse,,,Safari Lounge,2015-08-12
9524,Opera Mouse,,,Safari Lounge,2015-08-13
9525,Opera Mouse,,,Safari Lounge,2015-08-14
9526,Opera Mouse,,,Safari Lounge,2015-08-15
9527,Opera Mouse,,,Safari Lounge,2015-08-16
9528,Opera Mouse,,,Safari Lounge,2015-08-17
9529,Opera Mouse,,,Safari Lounge,2015-08-19
9530,Opera Mouse,,,Safari Lounge,2015-08-20
9531,Opera Mouse,,,Safari Lounge,2015-08-21
9532,Opera Mouse,,,Safari Lounge,2015-08-22
9533,Opera Mouse,,,Safari Lounge,2015-08-23
9534,Opera Mouse,,,Safari Lounge,2015-08-24
9535,Rake's Progress,Igor Stravinsky,"W H Auden
				Chester Kallman",Usher Hall,2015-08-12
9536,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",2015-08-13
9537,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",2015-08-15
9538,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",2015-08-16
9539,Aria goes Office,,,"Broughton St Marys, Edinburgh",2015-08-14
9540,Aria goes Office,,,"Broughton St Marys, Edinburgh",2015-08-15
9541,Aria goes Office,,,"Broughton St Marys, Edinburgh",2015-08-16
9542,Aria goes Office,,,"Broughton St Marys, Edinburgh",2015-08-17
9543,Mary Stuart,Gaetano Donizetti,Giuseppe Bardari,Stirling Castle,2015-08-14
9544,Mary Stuart,Gaetano Donizetti,Giuseppe Bardari,Falkland Palace,2015-08-15
9545,Mary Stuart,Gaetano Donizetti,Giuseppe Bardari,Lauriston Halls,2015-08-18
9546,Mary Stuart,Gaetano Donizetti,Giuseppe Bardari,Lauriston Halls,2015-08-19
9547,Mary Stuart,Gaetano Donizetti,Giuseppe Bardari,Lauriston Halls,2015-08-21
9548,Mary Stuart,Gaetano Donizetti,Giuseppe Bardari,Lauriston Halls,2015-08-22
9549,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-14
9550,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-15
9551,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-17
9552,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-18
9553,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-19
9554,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-20
9555,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-21
9556,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-22
9557,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-24
9558,Elixir of Love,Gaetano Donizetti,Felice Romani,St Andrew Blackadder Church,2015-08-14
9559,Descent of Orpheus to the Underworld,Marc-Antoine Charpentier,,Robert Burns Birthplace Museum,2015-08-15
9560,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-18
9561,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-18
9562,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-19
9563,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-19
9564,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-20
9565,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-20
9566,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-21
9567,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-21
9568,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-22
9569,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-22
9570,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-23
9571,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-23
9572,An Evening of Melody with the Wee Three Tenors,,,Brunton Theatre,2015-08-21
9573,H M S Pinafore,Arthur Sullivan,William S Gilbert,Usher Hall,2015-08-23
9574,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,St Brides Community Centre Edinburgh,2015-08-23
9575,H M S Pinafore,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-24
9576,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",St Andrews and St George's West,2015-08-24
9577,China Doll,,,Pleasance Dome,2015-08-25
9578,China Doll,,,Pleasance Dome,2015-08-26
9579,China Doll,,,Pleasance Dome,2015-08-27
9580,China Doll,,,Pleasance Dome,2015-08-28
9581,China Doll,,,Pleasance Dome,2015-08-29
9582,China Doll,,,Pleasance Dome,2015-08-30
9583,China Doll,,,Pleasance Dome,2015-08-31
9584,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-25
9585,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-25
9586,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-26
9587,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-26
9588,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-27
9589,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-27
9590,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-28
9591,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-28
9592,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-29
9593,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-29
9594,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-30
9595,Garden,John Harris,Zinnie Harris,Traverse Theatre,2015-08-30
9596,H M S Pinafore,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-25
9597,H M S Pinafore,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-26
9598,H M S Pinafore,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-27
9599,H M S Pinafore,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-28
9600,H M S Pinafore,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-29
9601,H M S Pinafore,Arthur Sullivan,William S Gilbert,Paradise in Augustine's,2015-08-30
9602,Concert of Excerpts,,,Usher Hall,2015-08-25
9603,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-25
9604,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-26
9605,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-27
9606,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-28
9607,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline",theSpace@venue45,2015-08-29
9608,Song to Me - the Music and Songs of Julian Wagstaff,,,artSpace@St Mark's,2015-08-25
9609,Song to Me - the Music and Songs of Julian Wagstaff,,,artSpace@St Mark's,2015-08-26
9610,Song to Me - the Music and Songs of Julian Wagstaff,,,artSpace@St Mark's,2015-08-27
9611,Song to Me - the Music and Songs of Julian Wagstaff,,,artSpace@St Mark's,2015-08-28
9612,Opera Mouse,,,Safari Lounge,2015-08-26
9613,Opera Mouse,,,Safari Lounge,2015-08-27
9614,Opera Mouse,,,Safari Lounge,2015-08-28
9615,Opera Mouse,,,Safari Lounge,2015-08-29
9616,Opera Mouse,,,Safari Lounge,2015-08-30
9617,Opera Mouse,,,Safari Lounge,2015-08-31
9618,Qiuzi,,,Greenside at Nicolson Square,2015-08-26
9619,Qiuzi,,,Greenside at Nicolson Square,2015-08-27
9620,Qiuzi,,,Greenside at Nicolson Square,2015-08-28
9621,Qiuzi,,,Greenside at Nicolson Square,2015-08-29
9622,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",St Andrews and St George's West,2015-08-26
9623,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",St Andrews and St George's West,2015-08-27
9624,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Town Hall, Falkirk",2015-09-18
9625,Art Song and Operatic Arias,,,St Andrews and St George's West,2015-08-27
9626,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Festival Theatre, Edinburgh",2015-08-27
9627,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Festival Theatre, Edinburgh",2015-08-28
9628,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Festival Theatre, Edinburgh",2015-08-29
9629,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Festival Theatre, Edinburgh",2015-08-30
9630,Upload Opera,,,"Riverside Cottage Cafe, Ballater",2015-08-27
9631,Descent of Orpheus to the Underworld,Marc-Antoine Charpentier,,"Barrfields Theatre, Vikingar, Largs",2015-09-03
9632,Walküre,,,"Maltings Theatre, Berwick-upon-Tweed",2015-09-04
9633,Walküre,,,Perth Concert Hall,2015-09-06
9634,Coffee Cantata,Johann Sebastian Bach,C F Henrici 'Picander',Brunton Theatre,2015-09-13
9635,Stranraer Music for All,,,Ryan Centre,2015-09-18
9636,Friends of Scottish Opera September,,,Friends of Scottish Opera,2015-09-20
9637,A Passion for Opera,,,"Festival Theatre, Pitlochry",2015-09-20
9638,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,2015-09-24
9639,Friends of Scottish Opera September,,,Friends of Scottish Opera,2015-09-26
9640,Friends of Scottish Opera September,,,Friends of Scottish Opera,2015-09-27
9641,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Victoria Halls, Helensburgh",2015-09-26
9642,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Gaiety Theatre, Ayr",2015-09-29
9643,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Tait Hall,2015-10-01
9644,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Gardyne Theatre,2015-10-03
9645,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Town Hall, Elgin",2015-10-06
9646,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Haddo House Hall,2015-10-08
9647,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Deeside Theatre,2015-10-10
9648,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Orkney Arts Centre,2015-10-13
9649,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Wick High School,2015-10-15
9650,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"One Touch Theatre, Eden Court",2015-10-17
9651,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Brunton Theatre,2015-10-22
9652,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Byre Theatre,2015-10-24
9653,Frau ohne Schatten,Richard Strauss,Hugo von Hofmannsthal,"Town Hall, Portobello",2015-09-27
9654,Origins of Tristan and Isolde,,,Edinburgh Society of Musicians,2015-09-27
9655,Introducing Opera,,,Edinburgh Society of Musicians,2015-09-30
9656,Introducing Opera,,,Edinburgh Society of Musicians,2015-10-07
9657,Introducing Opera,,,Edinburgh Society of Musicians,2015-10-14
9658,Introducing Opera,,,Edinburgh Society of Musicians,2015-10-21
9659,Scozzesi concert,,,Ross Priory,2015-10-02
9660,Venus and Adonis,John Blow,,Mackintosh Church,2015-10-02
9661,Venus and Adonis,John Blow,,"Central Hall, Tollcross",2015-10-03
9662,Combattimento di Tancredi e Clorinda,Claudio Monteverdi,Torquato Tasso,Mackintosh Church,2015-10-02
9663,Combattimento di Tancredi e Clorinda,Claudio Monteverdi,Torquato Tasso,"Central Hall, Tollcross",2015-10-03
9664,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-04
9665,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-04
9666,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-05
9667,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-10
9668,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-11
9669,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-24
9670,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-07
9671,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-09
9672,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-11
9673,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-13
9674,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-15
9675,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-17
9676,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","His Majesty's Theatre, Aberdeen",2015-10-22
9677,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","His Majesty's Theatre, Aberdeen",2015-10-24
9678,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",Church Hill Theatre,2015-10-07
9679,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",Church Hill Theatre,2015-10-08
9680,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",Church Hill Theatre,2015-10-09
9681,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",Church Hill Theatre,2015-10-10
9682,Upload Opera,,,"Riverside Cottage Cafe, Ballater",2015-10-10
9683,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-11
9684,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","His Majesty's Theatre, Aberdeen",2015-10-24
9685,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",2015-10-14
9686,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Her Majesty's Theatre, Aberdeen",2015-10-23
9687,Opera bites,,,Augustine United Church,2015-10-15
9688,Opera bites,,,Augustine United Church,2015-10-16
9689,Sunday Series - Italian Masters,,,"Theatre Royal, Glasgow",2015-10-18
9690,Masterclass,,,Younger Hall,2015-10-22
9691,Theodora,George Frideric Handel,Thomas Morell,"Queen's Hall, Edinburgh",2015-10-22
9692,Theodora,George Frideric Handel,Thomas Morell,"City Halls, Glasgow",2015-10-23
9693,Masterclass with Lisa Milne,,,Royal Conservatoire of Scotland,2015-10-23
9694,Encouraging New Opera ,,,Butchart Recreation Centre,2015-10-24
9695,Encouraging New Opera ,,,Butchart Recreation Centre,2015-10-24
9696,Little Match Girl Passion,,,Lemon Tree,2015-10-24
9697,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-25
9698,Friends of Scottish Opera October,,,Friends of Scottish Opera,2015-10-28
9699,Karen Cargill in conversation,,,Edinburgh Society of Musicians,2015-10-25
9700,Encouraging New Opera ,,,Butchart Recreation Centre,2015-10-25
9701,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Eden Court Theatre,2015-10-27
9702,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Eden Court Theatre,2015-10-29
9703,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Eden Court Theatre,2015-10-31
9704,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",2015-11-03
9705,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",2015-11-06
9706,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",2015-11-08
9707,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",2015-11-12
9708,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",2015-11-14
9709,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Beacon Arts Centre, Greenock",2015-10-27
9710,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Corran Hall,2015-10-29
9711,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Macphail Theatre,2015-10-31
9712,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,An Lanntair,2015-11-03
9713,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Plockton High School,2015-11-05
9714,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Linlithgow Academy Theatre,2015-11-07
9715,Introducing Opera,,,Edinburgh Society of Musicians,2015-10-28
9716,Introducing Opera,,,Edinburgh Society of Musicians,2015-11-04
9717,Introducing Opera,,,Edinburgh Society of Musicians,2015-11-11
9718,Introducing Opera,,,Edinburgh Society of Musicians,2015-11-18
9719,Locked Door,,,Butchart Recreation Centre,2015-10-29
9720,Locked Door,,,Butchart Recreation Centre,2015-10-30
9721,Locked Door,,,Butchart Recreation Centre,2015-10-30
9722,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Eden Court Theatre,2015-10-30
9723,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",2015-11-04
9724,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Eden Court Theatre,2015-10-31
9725,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",2015-11-08
9726,Friends of Scottish Opera November,,,Friends of Scottish Opera,2015-11-01
9727,Friends of Scottish Opera November,,,Friends of Scottish Opera,2015-11-07
