,composer,date,work
1546,GEORGES BIZET,1960-03-13,CARMEN
1547,GEORGES BIZET,1960-04-09,CARMEN
1548,GEORGES BIZET,1960-04-12,CARMEN
1549,GEORGES BIZET,1960-04-16,CARMEN
1550,GEORGES BIZET,1960-04-20,CARMEN
1551,GEORGES BIZET,1960-04-23,CARMEN
1552,,1960-02-08,MAVRA
1553,,1960-02-08, SETTE CANZONI
1554,,1960-02-08, NOTTE
1555,,1960-02-09,MAVRA
1556,,1960-02-09, SETTE CANZONI
1557,,1960-02-09, NOTTE
1558,,1960-02-12,MAVRA
1559,,1960-02-12, SETTE CANZONI
1560,,1960-02-12, NOTTE
1561,,1960-02-14,MAVRA
1562,,1960-02-14, SETTE CANZONI
1563,,1960-02-14, NOTTE
1564,,1960-02-15,MAVRA
1565,,1960-02-15, SETTE CANZONI
1566,,1960-02-15, NOTTE
1567,,1960-02-08,MAVRA
1568,,1960-02-08, SETTE CANZONI
1569,,1960-02-08, NOTTE
1570,,1960-02-09,MAVRA
1571,,1960-02-09, SETTE CANZONI
1572,,1960-02-09, NOTTE
1573,,1960-02-12,MAVRA
1574,,1960-02-12, SETTE CANZONI
1575,,1960-02-12, NOTTE
1576,,1960-02-14,MAVRA
1577,,1960-02-14, SETTE CANZONI
1578,,1960-02-14, NOTTE
1579,,1960-02-15,MAVRA
1580,,1960-02-15, SETTE CANZONI
1581,,1960-02-15, NOTTE
1582,,1960-02-08,MAVRA
1583,,1960-02-08, SETTE CANZONI
1584,,1960-02-08, NOTTE
1585,,1960-02-09,MAVRA
1586,,1960-02-09, SETTE CANZONI
1587,,1960-02-09, NOTTE
1588,,1960-02-12,MAVRA
1589,,1960-02-12, SETTE CANZONI
1590,,1960-02-12, NOTTE
1591,,1960-02-14,MAVRA
1592,,1960-02-14, SETTE CANZONI
1593,,1960-02-14, NOTTE
1594,,1960-02-15,MAVRA
1595,,1960-02-15, SETTE CANZONI
1596,,1960-02-15, NOTTE
1597,MODEST P. MUSORGSKIJ,1960-02-20,BORIS GODUNOV
1598,MODEST P. MUSORGSKIJ,1960-02-24,BORIS GODUNOV
1599,MODEST P. MUSORGSKIJ,1960-03-01,BORIS GODUNOV
1600,MODEST P. MUSORGSKIJ,1960-03-06,BORIS GODUNOV
1601,MODEST P. MUSORGSKIJ,1960-03-10,BORIS GODUNOV
1602,GIOVANNI PAISIELLO,1960-02-25,IL BARBIERE DI SIVIGLIA
1603,GIOVANNI PAISIELLO,1960-02-28,IL BARBIERE DI SIVIGLIA
1604,GIOVANNI PAISIELLO,1960-03-04,IL BARBIERE DI SIVIGLIA
1605,GIOVANNI PAISIELLO,1960-03-06,IL BARBIERE DI SIVIGLIA
1606,GIOVANNI PAISIELLO,1960-03-07,IL BARBIERE DI SIVIGLIA
1607,FERRUCCIO BUSONI,1960-03-16,DOTTOR FAUST
1608,FERRUCCIO BUSONI,1960-03-20,DOTTOR FAUST
1609,FERRUCCIO BUSONI,1960-03-22,DOTTOR FAUST
1610,FERRUCCIO BUSONI,1960-03-26,DOTTOR FAUST
1611,VINCENZO BELLINI,1960-03-20,LA SONNAMBULA
1612,GIACOMO PUCCINI,1960-03-21,TURANDOT
1613,GIACOMO PUCCINI,1960-03-24,TURANDOT
1614,GIACOMO PUCCINI,1960-03-27,TURANDOT
1615,GIACOMO PUCCINI,1960-03-31,TURANDOT
1616,GIACOMO PUCCINI,1960-04-03,TURANDOT
1617,GIACOMO PUCCINI,1960-04-06,TURANDOT
1618,WERNER EGK,1960-03-28,IL REVISORE
1619,WERNER EGK,1960-03-30,IL REVISORE
1620,WERNER EGK,1960-04-01,IL REVISORE
1621,WERNER EGK,1960-04-04,IL REVISORE
1622,WERNER EGK,1960-04-05,IL REVISORE
1623,JEAN BAPTISTE LULLY,1960-03-29,LE BOURGEOIS GENTILHOMME
1624,JEAN BAPTISTE LULLY,1960-03-30,LE BOURGEOIS GENTILHOMME
1625,JEAN BAPTISTE LULLY,1960-04-01,LE BOURGEOIS GENTILHOMME
1626,JEAN BAPTISTE LULLY,1960-04-02,LE BOURGEOIS GENTILHOMME
1627,GIUSEPPE VERDI,1960-04-14,AIDA
1628,GIUSEPPE VERDI,1960-04-21,AIDA
1629,GIUSEPPE VERDI,1960-04-24,AIDA
1630,GIUSEPPE VERDI,1960-04-26,AIDA
1631,GIUSEPPE VERDI,1960-04-30,AIDA
1632,GIUSEPPE VERDI,1960-05-08,AIDA
1633,GIUSEPPE VERDI,1960-05-21,AIDA
1634,GIUSEPPE VERDI,1960-05-25,AIDA
1635,GIUSEPPE VERDI,1960-05-29,AIDA
1636,GIUSEPPE VERDI,1960-06-02,AIDA
1637,GIUSEPPE VERDI,1960-04-19,UN BALLO IN MASCHERA
1638,GIUSEPPE VERDI,1960-04-22,UN BALLO IN MASCHERA
1639,GIUSEPPE VERDI,1960-04-25,UN BALLO IN MASCHERA
1640,GIUSEPPE VERDI,1960-04-28,UN BALLO IN MASCHERA
1641,GIUSEPPE VERDI,1960-05-03,UN BALLO IN MASCHERA
1642,GIUSEPPE VERDI,1960-05-07,UN BALLO IN MASCHERA
1643,GIUSEPPE VERDI,1960-05-11,UN BALLO IN MASCHERA
1644,GIUSEPPE VERDI,1960-05-19,UN BALLO IN MASCHERA
1645,GIUSEPPE VERDI,1960-05-28,UN BALLO IN MASCHERA
1646,RICHARD WAGNER,1960-05-02,PARSIFAL
1647,RICHARD WAGNER,1960-05-09,PARSIFAL
1648,RICHARD WAGNER,1960-05-15,PARSIFAL
1649,RICHARD WAGNER,1960-05-18,PARSIFAL
1650,RICHARD WAGNER,1960-05-20,PARSIFAL
1651,WOLFGANG AMADEUS MOZART,1960-05-06,LE NOZZE DI FIGARO
1652,WOLFGANG AMADEUS MOZART,1960-05-10,LE NOZZE DI FIGARO
1653,WOLFGANG AMADEUS MOZART,1960-05-12,LE NOZZE DI FIGARO
1654,WOLFGANG AMADEUS MOZART,1960-05-14,LE NOZZE DI FIGARO
1655,GIOVANNI BATTISTA PERGOLESI,1960-05-24,LO FRATE 'NNAMORATO
1656,GIOVANNI BATTISTA PERGOLESI,1960-05-26,LO FRATE 'NNAMORATO
1657,GIOVANNI BATTISTA PERGOLESI,1960-05-31,LO FRATE 'NNAMORATO
1658,GIOVANNI BATTISTA PERGOLESI,1960-06-01,LO FRATE 'NNAMORATO
1659,GIOVANNI BATTISTA PERGOLESI,1960-06-07,LO FRATE 'NNAMORATO
1660,HECTOR BERLIOZ,1960-05-27,I TROIANI
1661,HECTOR BERLIOZ,1960-05-30,I TROIANI
1662,HECTOR BERLIOZ,1960-06-03,I TROIANI
1663,HECTOR BERLIOZ,1960-06-06,I TROIANI
1664,GAETANO DONIZETTI,1960-12-07,POLIUTO
1665,GAETANO DONIZETTI,1960-12-10,POLIUTO
1666,GAETANO DONIZETTI,1960-12-14,POLIUTO
1667,GAETANO DONIZETTI,1960-12-18,POLIUTO
1668,GAETANO DONIZETTI,1960-12-21,POLIUTO
1669,GAETANO DONIZETTI,1960-12-26,POLIUTO
1670,GAETANO DONIZETTI,1960-12-29,POLIUTO
1671,GAETANO DONIZETTI,1961-01-15,POLIUTO
1672,GIUSEPPE VERDI,1960-12-13,DON CARLOS
1673,GIUSEPPE VERDI,1960-12-19,DON CARLOS
1674,GIUSEPPE VERDI,1960-12-28,DON CARLOS
1675,GIUSEPPE VERDI,1961-01-01,DON CARLOS
1676,GIUSEPPE VERDI,1961-01-04,DON CARLOS
1677,GIUSEPPE VERDI,1961-01-08,DON CARLOS
1678,GIUSEPPE VERDI,1961-01-19,DON CARLOS
1679,GIUSEPPE VERDI,1961-02-22,DON CARLOS
1680,GIUSEPPE VERDI,1961-02-26,DON CARLOS
1681,GIUSEPPE VERDI,1961-03-02,DON CARLOS
1682,GIUSEPPE VERDI,1961-04-12,DON CARLOS
1683,LUDWIG VAN BEETHOVEN,1960-12-17,FIDELIO
1684,LUDWIG VAN BEETHOVEN,1960-12-20,FIDELIO
1685,LUDWIG VAN BEETHOVEN,1960-12-22,FIDELIO
1686,LUDWIG VAN BEETHOVEN,1961-01-03,FIDELIO
1687,LUDWIG VAN BEETHOVEN,1961-01-05,FIDELIO
1688,GIUSEPPE VERDI,1961-01-10,LA FORZA DEL DESTINO
1689,GIUSEPPE VERDI,1961-01-12,LA FORZA DEL DESTINO
1690,GIUSEPPE VERDI,1961-01-14,LA FORZA DEL DESTINO
1691,GIUSEPPE VERDI,1961-01-17,LA FORZA DEL DESTINO
1692,GIUSEPPE VERDI,1961-01-22,LA FORZA DEL DESTINO
1693,GIUSEPPE VERDI,1961-01-25,LA FORZA DEL DESTINO
1694,GIUSEPPE VERDI,1961-01-29,LA FORZA DEL DESTINO
1695,GIUSEPPE VERDI,1961-02-04,LA FORZA DEL DESTINO
1696,GIUSEPPE VERDI,1961-02-12,LA FORZA DEL DESTINO
1697,GIUSEPPE VERDI,1961-02-15,LA FORZA DEL DESTINO
1698,GIUSEPPE VERDI,1961-03-27,LA FORZA DEL DESTINO
1699,GIUSEPPE VERDI,1961-04-25,LA FORZA DEL DESTINO
1700,GIOVANNI PAISIELLO,1961-01-16,"NINA, O SIA LA PAZZA PER AMORE"
1701,GIOVANNI PAISIELLO,1961-01-18,"NINA, O SIA LA PAZZA PER AMORE"
1702,GIOVANNI PAISIELLO,1961-01-20,"NINA, O SIA LA PAZZA PER AMORE"
1703,GIOVANNI PAISIELLO,1961-01-24,"NINA, O SIA LA PAZZA PER AMORE"
1704,GIOVANNI PAISIELLO,1961-01-30,"NINA, O SIA LA PAZZA PER AMORE"
1705,PIOTR ILIC CIAIKOVSKI,1961-01-28,LA DAMA DI PICCHE
1706,PIOTR ILIC CIAIKOVSKI,1961-01-31,LA DAMA DI PICCHE
1707,PIOTR ILIC CIAIKOVSKI,1961-02-02,LA DAMA DI PICCHE
1708,PIOTR ILIC CIAIKOVSKI,1961-02-05,LA DAMA DI PICCHE
1709,PIOTR ILIC CIAIKOVSKI,1961-02-07,LA DAMA DI PICCHE
1710,,1961-02-06,SERVA 
1711,,1961-02-06, SCALA 
1712,,1961-02-06, CANTATRICI
1713,,1961-02-10,SERVA 
1714,,1961-02-10, SCALA 
1715,,1961-02-10, CANTATRICI
1716,,1961-02-12,SERVA 
1717,,1961-02-12, SCALA 
1718,,1961-02-12, CANTATRICI
1719,,1961-02-17,SERVA 
1720,,1961-02-17, SCALA 
1721,,1961-02-17, CANTATRICI
1722,,1961-02-19,SERVA 
1723,,1961-02-19, SCALA 
1724,,1961-02-19, CANTATRICI
1725,,1961-02-06,SERVA 
1726,,1961-02-06, SCALA 
1727,,1961-02-06, CANTATRICI
1728,,1961-02-10,SERVA 
1729,,1961-02-10, SCALA 
1730,,1961-02-10, CANTATRICI
1731,,1961-02-12,SERVA 
1732,,1961-02-12, SCALA 
1733,,1961-02-12, CANTATRICI
1734,,1961-02-17,SERVA 
1735,,1961-02-17, SCALA 
1736,,1961-02-17, CANTATRICI
1737,,1961-02-19,SERVA 
1738,,1961-02-19, SCALA 
1739,,1961-02-19, CANTATRICI
1740,,1961-02-06,SERVA 
1741,,1961-02-06, SCALA 
1742,,1961-02-06, CANTATRICI
1743,,1961-02-10,SERVA 
1744,,1961-02-10, SCALA 
1745,,1961-02-10, CANTATRICI
1746,,1961-02-12,SERVA 
1747,,1961-02-12, SCALA 
1748,,1961-02-12, CANTATRICI
1749,,1961-02-17,SERVA 
1750,,1961-02-17, SCALA 
1751,,1961-02-17, CANTATRICI
1752,,1961-02-19,SERVA 
1753,,1961-02-19, SCALA 
1754,,1961-02-19, CANTATRICI
1755,GIACOMO PUCCINI,1961-02-09,MADAMA BUTTERFLY
1756,GIACOMO PUCCINI,1961-02-13,MADAMA BUTTERFLY
1757,GIACOMO PUCCINI,1961-02-16,MADAMA BUTTERFLY
1758,GIACOMO PUCCINI,1961-02-19,MADAMA BUTTERFLY
1759,GIACOMO PUCCINI,1961-02-23,MADAMA BUTTERFLY
1760,GIACOMO PUCCINI,1961-02-28,MADAMA BUTTERFLY
1761,GIACOMO PUCCINI,1961-03-04,MADAMA BUTTERFLY
1762,GIACOMO PUCCINI,1961-03-09,MADAMA BUTTERFLY
1763,GIACOMO PUCCINI,1961-03-12,MADAMA BUTTERFLY
1764,GIACOMO PUCCINI,1961-03-16,MADAMA BUTTERFLY
1765,GIACOMO PUCCINI,1961-03-19,MADAMA BUTTERFLY
1766,GIACOMO PUCCINI,1961-04-16,MADAMA BUTTERFLY
1767,GIACOMO PUCCINI,1961-04-22,MADAMA BUTTERFLY
1768,GIACOMO PUCCINI,1961-05-14,MADAMA BUTTERFLY
1769,GIACOMO PUCCINI,1961-05-23,MADAMA BUTTERFLY
1770,GIACOMO PUCCINI,1961-05-25,MADAMA BUTTERFLY
1771,GIACOMO PUCCINI,1961-05-28,MADAMA BUTTERFLY
1772,GIACOMO PUCCINI,1961-06-01,MADAMA BUTTERFLY
1773,,1961-03-10,TORNEO
1774,,1961-03-10,DON CHISCIOTTE
1775,,1961-03-10,MARIA
1776,,1961-03-13,TORNEO
1777,,1961-03-13,DON CHISCIOTTE
1778,,1961-03-13,MARIA
1779,,1961-03-14,TORNEO
1780,,1961-03-14,DON CHISCIOTTE
1781,,1961-03-14,MARIA
1782,,1961-03-17,TORNEO
1783,,1961-03-17,DON CHISCIOTTE
1784,,1961-03-17,MARIA
1785,,1961-03-20,TORNEO
1786,,1961-03-20,DON CHISCIOTTE
1787,,1961-03-20,MARIA
1788,,1961-03-10,TORNEO
1789,,1961-03-10,DON CHISCIOTTE
1790,,1961-03-10,MARIA
1791,,1961-03-13,TORNEO
1792,,1961-03-13,DON CHISCIOTTE
1793,,1961-03-13,MARIA
1794,,1961-03-14,TORNEO
1795,,1961-03-14,DON CHISCIOTTE
1796,,1961-03-14,MARIA
1797,,1961-03-17,TORNEO
1798,,1961-03-17,DON CHISCIOTTE
1799,,1961-03-17,MARIA
1800,,1961-03-20,TORNEO
1801,,1961-03-20,DON CHISCIOTTE
1802,,1961-03-20,MARIA
1803,,1961-03-10,TORNEO
1804,,1961-03-10,DON CHISCIOTTE
1805,,1961-03-10,MARIA
1806,,1961-03-13,TORNEO
1807,,1961-03-13,DON CHISCIOTTE
1808,,1961-03-13,MARIA
1809,,1961-03-14,TORNEO
1810,,1961-03-14,DON CHISCIOTTE
1811,,1961-03-14,MARIA
1812,,1961-03-17,TORNEO
1813,,1961-03-17,DON CHISCIOTTE
1814,,1961-03-17,MARIA
1815,,1961-03-20,TORNEO
1816,,1961-03-20,DON CHISCIOTTE
1817,,1961-03-20,MARIA
1818,VINCENZO BELLINI,1961-03-15,I PURITANI
1819,VINCENZO BELLINI,1961-03-18,I PURITANI
1820,VINCENZO BELLINI,1961-03-22,I PURITANI
1821,VINCENZO BELLINI,1961-03-26,I PURITANI
1822,VINCENZO BELLINI,1961-04-06,I PURITANI
1823,VINCENZO BELLINI,1961-04-13,I PURITANI
1824,VINCENZO BELLINI,1961-04-18,I PURITANI
1825,ILDEBRANDO PIZZETTI,1961-03-23,IL CALZARE D'ARGENTO
1826,ILDEBRANDO PIZZETTI,1961-03-25,IL CALZARE D'ARGENTO
1827,ILDEBRANDO PIZZETTI,1961-03-29,IL CALZARE D'ARGENTO
1828,ILDEBRANDO PIZZETTI,1961-04-04,IL CALZARE D'ARGENTO
1829,ILDEBRANDO PIZZETTI,1961-04-09,IL CALZARE D'ARGENTO
1830,WOLFGANG AMADEUS MOZART,1961-03-28,COSI' FAN TUTTE
1831,WOLFGANG AMADEUS MOZART,1961-04-07,COSI' FAN TUTTE
1832,WOLFGANG AMADEUS MOZART,1961-04-10,COSI' FAN TUTTE
1833,WOLFGANG AMADEUS MOZART,1961-04-11,COSI' FAN TUTTE
1834,CAMILLE SAINT SAENS,1961-04-05,SANSONE E DALILA
1835,CAMILLE SAINT SAENS,1961-04-08,SANSONE E DALILA
1836,CAMILLE SAINT SAENS,1961-04-15,SANSONE E DALILA
1837,CAMILLE SAINT SAENS,1961-04-19,SANSONE E DALILA
1838,CAMILLE SAINT SAENS,1961-04-23,SANSONE E DALILA
1839,CAMILLE SAINT SAENS,1961-04-30,SANSONE E DALILA
1840,GAETANO DONIZETTI,1961-04-14,LUCIA DI LAMMERMOOR
1841,GAETANO DONIZETTI,1961-04-17,LUCIA DI LAMMERMOOR
1842,GAETANO DONIZETTI,1961-04-20,LUCIA DI LAMMERMOOR
1843,GAETANO DONIZETTI,1961-04-27,LUCIA DI LAMMERMOOR
1844,GAETANO DONIZETTI,1961-05-03,LUCIA DI LAMMERMOOR
1845,BENJAMIN BRITTEN,1961-04-21,SOGNO D'UNA NOTTE D'ESTATE
1846,BENJAMIN BRITTEN,1961-04-28,SOGNO D'UNA NOTTE D'ESTATE
1847,BENJAMIN BRITTEN,1961-05-02,SOGNO D'UNA NOTTE D'ESTATE
1848,BENJAMIN BRITTEN,1961-05-06,SOGNO D'UNA NOTTE D'ESTATE
1849,BENJAMIN BRITTEN,1961-05-12,SOGNO D'UNA NOTTE D'ESTATE
1850,RICHARD WAGNER,1961-04-26,PARSIFAL
1851,RICHARD WAGNER,1961-04-29,PARSIFAL
1852,RICHARD WAGNER,1961-05-08,PARSIFAL
1853,RICHARD WAGNER,1961-05-11,PARSIFAL
1854,VINCENZO BELLINI,1961-05-10,BEATRICE DI TENDA
1855,VINCENZO BELLINI,1961-05-13,BEATRICE DI TENDA
1856,VINCENZO BELLINI,1961-05-17,BEATRICE DI TENDA
1857,VINCENZO BELLINI,1961-05-19,BEATRICE DI TENDA
1858,VINCENZO BELLINI,1961-05-21,BEATRICE DI TENDA
1859,RICHARD STRAUSS,1961-05-18,IL CAVALIERE DELLA ROSA
1860,RICHARD STRAUSS,1961-05-20,IL CAVALIERE DELLA ROSA
1861,RICHARD STRAUSS,1961-05-22,IL CAVALIERE DELLA ROSA
1862,RICHARD STRAUSS,1961-05-29,IL CAVALIERE DELLA ROSA
1863,RICHARD STRAUSS,1961-05-30,IL CAVALIERE DELLA ROSA
1864,JACQUES OFFENBACH,1961-05-31,I RACCONTI DI HOFFMANN
1865,JACQUES OFFENBACH,1961-06-03,I RACCONTI DI HOFFMANN
1866,JACQUES OFFENBACH,1961-06-05,I RACCONTI DI HOFFMANN
1867,JACQUES OFFENBACH,1961-06-11,I RACCONTI DI HOFFMANN
1868,MARC'ANTONIO CESTI,1961-06-04,ORONTEA
1869,MARC'ANTONIO CESTI,1961-06-06,ORONTEA
1870,MARC'ANTONIO CESTI,1961-06-07,ORONTEA
1871,MARC'ANTONIO CESTI,1961-06-10,ORONTEA
1872,MARC'ANTONIO CESTI,1961-06-14,ORONTEA
1873,ARNOLD SCHOENBERG,1961-06-19,MOSE' E ARONNE
1874,ARNOLD SCHOENBERG,1961-06-21,MOSE' E ARONNE
1875,ARNOLD SCHOENBERG,1961-06-22,MOSE' E ARONNE
1876,ARNOLD SCHOENBERG,1961-06-24,MOSE' E ARONNE
1877,IGINO ROBBIANI,1961-10-09,ROMANTICISMO
1878,IGINO ROBBIANI,1961-10-10,ROMANTICISMO
1879,GIUSEPPE VERDI,1961-12-07,LA BATTAGLIA DI LEGNANO
1880,GIUSEPPE VERDI,1961-12-10,LA BATTAGLIA DI LEGNANO
1881,GIUSEPPE VERDI,1961-12-13,LA BATTAGLIA DI LEGNANO
1882,GIUSEPPE VERDI,1961-12-16,LA BATTAGLIA DI LEGNANO
1883,GIUSEPPE VERDI,1961-12-19,LA BATTAGLIA DI LEGNANO
1884,GIUSEPPE VERDI,1961-12-23,LA BATTAGLIA DI LEGNANO
1885,GIUSEPPE VERDI,1961-12-26,LA BATTAGLIA DI LEGNANO
1886,GIUSEPPE VERDI,1961-12-30,LA BATTAGLIA DI LEGNANO
1887,GIUSEPPE VERDI,1962-01-07,LA BATTAGLIA DI LEGNANO
1888,LUIGI CHERUBINI,1961-12-11,MEDEA
1889,LUIGI CHERUBINI,1961-12-14,MEDEA
1890,LUIGI CHERUBINI,1961-12-20,MEDEA
1891,LUIGI CHERUBINI,1962-05-29,MEDEA
1892,LUIGI CHERUBINI,1962-06-03,MEDEA
1893,GIUSEPPE VERDI,1961-12-22,FALSTAFF
1894,GIUSEPPE VERDI,1961-12-27,FALSTAFF
1895,GIUSEPPE VERDI,1961-12-31,FALSTAFF
1896,GIUSEPPE VERDI,1962-01-03,FALSTAFF
1897,GIUSEPPE VERDI,1962-01-06,FALSTAFF
1898,GIUSEPPE VERDI,1962-01-09,FALSTAFF
1899,GIUSEPPE VERDI,1962-01-11,FALSTAFF
1900,GIUSEPPE VERDI,1962-01-14,FALSTAFF
1901,GAETANO DONIZETTI,1962-01-04,LA FAVORITA
1902,GAETANO DONIZETTI,1962-01-08,LA FAVORITA
1903,GAETANO DONIZETTI,1962-01-10,LA FAVORITA
1904,GAETANO DONIZETTI,1962-01-13,LA FAVORITA
1905,GAETANO DONIZETTI,1962-01-17,LA FAVORITA
1906,GAETANO DONIZETTI,1962-01-21,LA FAVORITA
1907,GAETANO DONIZETTI,1962-01-24,LA FAVORITA
1908,GAETANO DONIZETTI,1962-01-28,LA FAVORITA
1909,GAETANO DONIZETTI,1962-02-03,LA FAVORITA
1910,GAETANO DONIZETTI,1962-02-11,LA FAVORITA
1911,GAETANO DONIZETTI,1962-03-04,LA FAVORITA
1912,GAETANO DONIZETTI,1962-03-08,LA FAVORITA
1913,GAETANO DONIZETTI,1962-03-24,LA FAVORITA
1914,GAETANO DONIZETTI,1962-04-12,LA FAVORITA
1915,GAETANO DONIZETTI,1962-04-21,LA FAVORITA
1916,GAETANO DONIZETTI,1962-05-08,LA FAVORITA
1917,GEORG FRIEDRICH HAENDEL,1962-01-16,SERSE
1918,GEORG FRIEDRICH HAENDEL,1962-01-19,SERSE
1919,GEORG FRIEDRICH HAENDEL,1962-01-21,SERSE
1920,GEORG FRIEDRICH HAENDEL,1962-01-22,SERSE
1921,GEORG FRIEDRICH HAENDEL,1962-01-26,SERSE
1922,,1962-01-27,TABARRO
1923,,1962-01-27, ANGELICA
1924,,1962-01-27, SCHICCHI
1925,,1962-01-30,TABARRO
1926,,1962-01-30, ANGELICA
1927,,1962-01-30, SCHICCHI
1928,,1962-02-01,TABARRO
1929,,1962-02-01, ANGELICA
1930,,1962-02-01, SCHICCHI
1931,,1962-02-04,TABARRO
1932,,1962-02-04, ANGELICA
1933,,1962-02-04, SCHICCHI
1934,,1962-02-22,TABARRO
1935,,1962-02-22, ANGELICA
1936,,1962-02-22, SCHICCHI
1937,,1962-01-27,TABARRO
1938,,1962-01-27, ANGELICA
1939,,1962-01-27, SCHICCHI
1940,,1962-01-30,TABARRO
1941,,1962-01-30, ANGELICA
1942,,1962-01-30, SCHICCHI
1943,,1962-02-01,TABARRO
1944,,1962-02-01, ANGELICA
1945,,1962-02-01, SCHICCHI
1946,,1962-02-04,TABARRO
1947,,1962-02-04, ANGELICA
1948,,1962-02-04, SCHICCHI
1949,,1962-02-22,TABARRO
1950,,1962-02-22, ANGELICA
1951,,1962-02-22, SCHICCHI
1952,,1962-01-27,TABARRO
1953,,1962-01-27, ANGELICA
1954,,1962-01-27, SCHICCHI
1955,,1962-01-30,TABARRO
1956,,1962-01-30, ANGELICA
1957,,1962-01-30, SCHICCHI
1958,,1962-02-01,TABARRO
1959,,1962-02-01, ANGELICA
1960,,1962-02-01, SCHICCHI
1961,,1962-02-04,TABARRO
1962,,1962-02-04, ANGELICA
1963,,1962-02-04, SCHICCHI
1964,,1962-02-22,TABARRO
1965,,1962-02-22, ANGELICA
1966,,1962-02-22, SCHICCHI
1967,VINCENZO BELLINI,1962-02-10,LA SONNAMBULA
1968,VINCENZO BELLINI,1962-02-13,LA SONNAMBULA
1969,VINCENZO BELLINI,1962-02-15,LA SONNAMBULA
1970,VINCENZO BELLINI,1962-02-18,LA SONNAMBULA
1971,VINCENZO BELLINI,1962-02-20,LA SONNAMBULA
1972,VINCENZO BELLINI,1962-04-15,LA SONNAMBULA
1973,VINCENZO BELLINI,1962-04-18,LA SONNAMBULA
1974,VINCENZO BELLINI,1962-04-23,LA SONNAMBULA
1975,,1962-02-12,L'OCCASIONE 
1976,,1962-02-12, IL CAMPANELLO
1977,,1962-02-16,L'OCCASIONE 
1978,,1962-02-16, IL CAMPANELLO
1979,,1962-02-18,L'OCCASIONE 
1980,,1962-02-18, IL CAMPANELLO
1981,,1962-02-23,L'OCCASIONE 
1982,,1962-02-23, IL CAMPANELLO
1983,,1962-02-25,L'OCCASIONE 
1984,,1962-02-25, IL CAMPANELLO
1985,,1962-02-12,L'OCCASIONE 
1986,,1962-02-12, IL CAMPANELLO
1987,,1962-02-16,L'OCCASIONE 
1988,,1962-02-16, IL CAMPANELLO
1989,,1962-02-18,L'OCCASIONE 
1990,,1962-02-18, IL CAMPANELLO
1991,,1962-02-23,L'OCCASIONE 
1992,,1962-02-23, IL CAMPANELLO
1993,,1962-02-25,L'OCCASIONE 
1994,,1962-02-25, IL CAMPANELLO
1995,,1962-02-17,IL PRIGIONIERO 
1996,,1962-02-17, TURANDOT
1997,,1962-02-24,IL PRIGIONIERO 
1998,,1962-02-24, TURANDOT
1999,,1962-02-28,IL PRIGIONIERO 
2000,,1962-02-28, TURANDOT
2001,,1962-03-06,IL PRIGIONIERO 
2002,,1962-03-06, TURANDOT
2003,,1962-02-17,IL PRIGIONIERO 
2004,,1962-02-17, TURANDOT
2005,,1962-02-24,IL PRIGIONIERO 
2006,,1962-02-24, TURANDOT
2007,,1962-02-28,IL PRIGIONIERO 
2008,,1962-02-28, TURANDOT
2009,,1962-03-06,IL PRIGIONIERO 
2010,,1962-03-06, TURANDOT
2011,CHARLES GOUNOD,1962-03-01,FAUST
2012,CHARLES GOUNOD,1962-03-03,FAUST
2013,CHARLES GOUNOD,1962-03-07,FAUST
2014,CHARLES GOUNOD,1962-03-11,FAUST
2015,CHARLES GOUNOD,1962-03-15,FAUST
2016,CHARLES GOUNOD,1962-03-17,FAUST
2017,CHARLES GOUNOD,1962-03-22,FAUST
2018,CHARLES GOUNOD,1962-03-25,FAUST
2019,CHARLES GOUNOD,1962-03-29,FAUST
2020,WOLFGANG AMADEUS MOZART,1962-03-16,COSI' FAN TUTTE
2021,WOLFGANG AMADEUS MOZART,1962-03-18,COSI' FAN TUTTE
2022,WOLFGANG AMADEUS MOZART,1962-03-20,COSI' FAN TUTTE
2023,WOLFGANG AMADEUS MOZART,1962-03-23,COSI' FAN TUTTE
2024,WOLFGANG AMADEUS MOZART,1962-03-25,COSI' FAN TUTTE
2025,RICHARD WAGNER,1962-03-30,I MAESTRI CANTORI DI NORIMBERGA
2026,RICHARD WAGNER,1962-04-02,I MAESTRI CANTORI DI NORIMBERGA
2027,RICHARD WAGNER,1962-04-04,I MAESTRI CANTORI DI NORIMBERGA
2028,RICHARD WAGNER,1962-04-07,I MAESTRI CANTORI DI NORIMBERGA
2029,GUIDO TURCHI,1962-04-05,IL BUON SOLDATO SVEJK
2030,GUIDO TURCHI,1962-04-11,IL BUON SOLDATO SVEJK
2031,GUIDO TURCHI,1962-04-13,IL BUON SOLDATO SVEJK
2032,GUIDO TURCHI,1962-04-16,IL BUON SOLDATO SVEJK
2033,GIUSEPPE VERDI,1962-04-10,RIGOLETTO
2034,GIUSEPPE VERDI,1962-04-14,RIGOLETTO
2035,GIUSEPPE VERDI,1962-04-17,RIGOLETTO
2036,GIUSEPPE VERDI,1962-04-25,RIGOLETTO
2037,GIUSEPPE VERDI,1962-04-27,RIGOLETTO
2038,GIUSEPPE VERDI,1962-04-29,RIGOLETTO
2039,GIUSEPPE VERDI,1962-05-02,RIGOLETTO
2040,GIUSEPPE VERDI,1962-05-05,RIGOLETTO
2041,GIUSEPPE VERDI,1962-05-23,RIGOLETTO
2042,GIUSEPPE VERDI,1962-05-27,RIGOLETTO
