,Work,Theatre,City,country,date
1269,La Boheme,New South Wales,,NSW,2000-10-25
1270,Gauguin (A Synthetic Life),Fairfax Studio,Melbourne,VIC,2000-10-21
1271,Tosca,Festival Theatre,Adelaide,SA,2000-10-21
1272,Anaphase,State Theatre Rehearsal Room,Melbourne,VIC,2000-10-19
1273,Riders to the Sea,University House Exhibition Space,Newcastle,NSW,2000-10-12
1274,Dido and Aeneas,University House Exhibition Space,Newcastle,NSW,2000-10-12
1276,September Songs,The Street Theatre,Acton,ACT,2000-09-27
1277,The Magic Flute,Newcastle City Hall,Newcastle,NSW,2000-09-22
1278,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-09-22
1279,Tosca,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-09-16
1280,Gotterdammerung,Concert Hall (Sydney Opera House),Sydney,NSW,2000-09-05
1281,Simon Boccanegra,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-08-30
1282,Capriccio,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-08-19
1283,Roméo et Juliette,Festival Theatre,Adelaide,SA,2000-08-15
1284,Don Giovanni,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-08-04
1285,The Eighth Wonder,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-07-29
1286,Il Trovatore,Alfredo's,Sydney,NSW,2000-07-28
1287,A Midsummer Night's Dream,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-07-18
1288,Bryn Terfel,Concert Hall (Sydney Opera House),Sydney,NSW,2000-07-13
1289,The Abduction from the Seraglio,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-06-21
1290,Stopera on a Sunday,ANU Arts Centre,Acton,ACT,2000-06-18
1291,Madama Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-06-10
1292,MoDD 2000 - The Dream,Lyric Theatre,South Brisbane,QLD,2000-05-22
1293,Sex and Power - La Clemenza di Tito,Bruce Gordon Theatre,Wollongong,NSW,2000-05-20
1294,Il Trovatore,Lyric Theatre,South Brisbane,QLD,2000-05-13
1295,Capriccio,State Theatre,Melbourne,VIC,2000-05-02
1296,Cosi Fan Tutte,Festival Theatre,Adelaide,SA,2000-04-29
1297,Don Carlo,State Theatre,Melbourne,VIC,2000-04-14
1298,Verdi Requiem,Concert Hall (Sydney Opera House),Sydney,NSW,2000-03-24
1299,The Marriage of Figaro,State Theatre,Melbourne,VIC,2000-03-23
1300,Julius Caesar (Giulio Cesare),State Theatre,Melbourne,VIC,2000-03-18
1301,Yue Ling Jie,River Torrens,Adelaide,SA,2000-03-15
1302,The Ghost Wife,Odeon Theatre,Norwood,SA,2000-03-15
1303,Night and Dreams,The Opera Studio,Netley,SA,2000-03-08
1304,The Pear Orchard Opera (Yangexing - Sumptuous Feasting Song),Adelaide Town Hall,Adelaide,SA,2000-03-05
1305,Writing To Vermeer,Festival Theatre,Adelaide,SA,2000-03-04
1306,The Pearl Fishers (Les Pecheurs de Perles),State Theatre,Melbourne,VIC,2000-03-03
1307,Vermeer,Festival Theatre,Adelaide,SA,2000-03-02
1308,Mizumachi,"Torrens Parade Ground, Drill Hall",Adelaide,SA,2000-03-01
1309,The Marriage of Figaro,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-02-22
1310,Idomeneo,Opera Theatre (Sydney Opera House),Sydney,NSW,2000-02-11
1311,The Pearl Fishers (Les Pecheurs de Perles),Opera Theatre (Sydney Opera House),Sydney,NSW,2000-01-25
1312,Julius Caesar (Giulio Cesare),Opera Theatre (Sydney Opera House),Sydney,NSW,2000-01-15
1313,Elektra,Capitol Theatre,Haymarket,NSW,2000-01-05
1314,The Mikado,IMB Theatre,Wollongong,NSW,1999-10-29
1316,Handel's Orlando,Shed 14,Docklands,VIC,1999-10-17
1317,The Ghost Wife,Fairfax Studio,Melbourne,VIC,1999-10-15
1318,Wozzeck,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-10-11
1319,La traviata,Lyric Theatre,South Brisbane,QLD,1999-10-09
1320,Summer of the Seventeenth Doll,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-09-30
1321,Turandot,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-09-17
1322,The Magic Flute,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-08-23
1323,Il Trovatore,Festival Theatre,Adelaide,SA,1999-08-14
1324,Don Carlo,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-08-09
1325,La Boheme,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-07-20
1326,Il Trovatore,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-07-02
1327,Tosca,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-06-25
1328,Rinaldo,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-06-19
1329,Romeo and Juliette (Romeo et Juliette),Opera Theatre (Sydney Opera House),Sydney,NSW,1999-06-12
1330,Die Fledermaus,Festival Theatre,Adelaide,SA,1999-05-15
1331,Tristan,The Performance Space,Redfern,NSW,1999-05-13
1332,Madama Butterfly,Lyric Theatre,South Brisbane,QLD,1999-05-08
1333,Iphis,North Melbourne Town Hall,North Melbourne,VIC,1999-05-01
1334,Billy Budd,State Theatre,Melbourne,VIC,1999-03-20
1335,La Traviata,Bruce Gordon Theatre,Wollongong,NSW,1999-03-12
1336,Ariodante,Stage 88,Parkes,ACT,1999-03-10
1337,Billy Budd,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-02-22
1338,Falstaff,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-02-05
1339,Madama Butterfly,Domain,Sydney,NSW,1999-01-30
1340,Carmen,Domain,Sydney,NSW,1999-01-30
1341,The Barber of Seville,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-01-25
1342,Bryn Terfel,Concert Hall (Sydney Opera House),Sydney,NSW,1999-01-22
1343,Galina Gorchakova,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-01-17
1344,Madama Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-01-14
1345,Yvonne Kenny and Friends,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-01-09
1346,Carmen,Opera Theatre (Sydney Opera House),Sydney,NSW,1999-01-06
1347,The Return Of Ulysses,Lyric Theatre,Pyrmont,NSW,1999-01-03
1348,Madama Butterfly,Festival Theatre,Adelaide,SA,1999-01-01
1349,Treemonisha,The Opera Studio,Netley,SA,1999-01-01
1350,The Mikado,Festival Theatre,Adelaide,SA,1999-01-01
1351,Agrippina - The Soap Opera,Opera Queensland Studio,South Bank,QLD,1999-01-01
1352,Mahagonny-Songspiel,The Opera Studio,Netley,SA,1999-01-01
1353,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-12-31
1354,Sydney Symphony Orchestra,Concert Hall (Sydney Opera House),Sydney,NSW,1998-11-28
1355,Sydney Symphony Orchestra,Concert Hall (Sydney Opera House),Sydney,NSW,1998-11-27
1356,Jenufa,State Theatre,Melbourne,VIC,1998-11-20
1357,Der Ring Des Nibelungen,Festival Theatre,Adelaide,SA,1998-11-18
1358,Beatrice and Benedict,State Theatre,Melbourne,VIC,1998-11-17
1359,La Traviata,State Theatre,Melbourne,VIC,1998-11-12
1360,Trouble in Tahiti,Belvoir Street Theatre,Surry Hills,NSW,1998-11-04
1361,Love Burns,Belvoir Street Theatre,Surry Hills,NSW,1998-11-04
1362,Sydney Symphony Orchestra,Concert Hall (Sydney Opera House),Sydney,NSW,1998-11-02
1363,Sydney Symphony Orchestra,Concert Hall (Sydney Opera House),Sydney,NSW,1998-10-28
1364,Sydney Symphony Orchestra,Concert Hall (Sydney Opera House),Sydney,NSW,1998-10-24
1365,Sydney Symphony Orchestra,Concert Hall (Sydney Opera House),Sydney,NSW,1998-10-23
1366,Love Burns / Trouble in Tahiti,Athenaeum Theatre,Melbourne,VIC,1998-10-22
1367,White Baptist Abba Fan,Fairfax Studio,Melbourne,VIC,1998-10-20
1368,Sumi Jo in Recital,Melbourne Concert Hall,Melbourne,VIC,1998-10-17
1369,The Terror of Tosca,The Performance Space,Redfern,NSW,1998-10-16
1370,Opening Night with Sumi Jo,Melbourne Concert Hall,Melbourne,VIC,1998-10-15
1371,Sydney Symphony Orchestra,Concert Hall (Sydney Opera House),Sydney,NSW,1998-10-14
1372,Pelleas et Melisande,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-10-03
1373,Julius Caesar,Lyric Theatre,South Brisbane,QLD,1998-10-03
1374,Madam Butterfly,Suncorp Theatre,Brisbane,QLD,1998-10-02
1375,White Baptist Abba Fan / Box the Pony,The Playhouse,Civic Square,ACT,1998-09-30
1376,La Cenerentola  (Cinderella),Opera Theatre (Sydney Opera House),Sydney,NSW,1998-09-18
1377,The Divine Kiss,QUT Gardens Theatre,Brisbane,QLD,1998-09-16
1378,Powder Her Face,Conservatorium Theatre,South Bank,QLD,1998-09-10
1379,Dr Forbes Will See You Now,Playhouse,Melbourne,VIC,1998-09-10
1380,Orff Carmina Burana,Concert Hall (Sydney Opera House),Sydney,NSW,1998-09-10
1381,The Barber of Seville,Canberra Theatre,Canberra,ACT,1998-09-08
1382,Rigoletto,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-09-02
1383,Transfigured Night,Playhouse,Melbourne,VIC,1998-09-01
1384,Beatrice and Benedict,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-08-21
1385,Faust,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-08-08
1386,The Threepenny Opera,The Street Theatre,Acton,ACT,1998-08-06
1387,The Elixir of Love,Gold Coast Arts Centre,Surfers Paradise,QLD,1998-07-30
1388,L'Incoronazione di Poppea (The Coronation of Poppea),Opera Theatre (Sydney Opera House),Sydney,NSW,1998-07-24
1389,Boadicea,Princess Theatre,Woolloongabba,QLD,1998-07-17
1390,Hansel and Gretel,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-07-13
1391,Jenufa,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-07-02
1392,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-06-19
1393,Samson et Dalila,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-06-11
1394,The Marriage of Figaro,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-06-06
1395,Little Woman,Dunstan Playhouse,Adelaide,SA,1998-05-19
1396,Faust,Lyric Theatre,South Brisbane,QLD,1998-05-16
1397,Mavra / Riders of the Sea,The Opera Studio,Netley,SA,1998-05-08
1398,Cosi Fan Tutte,State Theatre,Melbourne,VIC,1998-04-27
1399,Dialogues of the Carmelites,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-04-21
1400,Macbeth,State Theatre,Melbourne,VIC,1998-04-08
1401,Tannhauser,State Theatre,Melbourne,VIC,1998-03-28
1402,Iphigenia in Taurus,State Theatre,Melbourne,VIC,1998-03-18
1403,Madama Butterfly,State Theatre,Melbourne,VIC,1998-03-14
1404,Flamma Flamma,Elder Park,Adelaide,SA,1998-02-27
1405,Tosca,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-02-09
1406,Tannhauser,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-02-02
1407,Marat/Sade,Athenaeum Theatre Two,Melbourne,VIC,1998-01-27
1408,Macbeth,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-01-20
1409,Admeto,Concert Hall (Sydney Opera House),Sydney,NSW,1998-01-20
1410,La Forza del Destino (The Force of Destiny),Domain,Sydney,NSW,1998-01-10
1411,Manon Lescaut,Opera Theatre (Sydney Opera House),Sydney,NSW,1998-01-08
1412,Riders to the Sea,The Opera Studio,Netley,SA,1998-01-01
1413,Mavra,The Opera Studio,Netley,SA,1998-01-01
1414,Cosi Fan Tutte,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-12-31
1415,Free Outdoor Concert,Forecourt (Sydney Opera House),Sydney,NSW,1997-12-14
1416,Sydney Morning Herald Free Outdoor Opera Concert,Forecourt (Sydney Opera House),Sydney,NSW,1997-12-07
1417,The Phantom of the Opera,Princess Theatre,Melbourne,VIC,1997-12-06
1418,Fresh Ghosts,Theatreworks,St Kilda,VIC,1997-11-27
1419,Operation: Orfeo,State Theatre,Melbourne,VIC,1997-10-22
1420,Manon Lescaut,Adelaide Festival Centre,Adelaide,SA,1997-10-18
1421,Dialogues of the Carmelites,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-10-17
1422,The Cunning Little Vixen,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-10-03
1423,Falstaff,Lyric Theatre,South Brisbane,QLD,1997-09-27
1424,The Marriage of Figaro,Adelaide Festival Centre,Adelaide,SA,1997-09-23
1425,Maria Stuarda,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-09-19
1426,The Berlioz - Our Vampires Ourselves,The Performance Space,Redfern,NSW,1997-09-19
1427,Eugene Onegin,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-09-06
1428,the Marriage OF figaro,Masonic Memorial Centre - Grand Hall,Brisbane,QLD,1997-08-27
1429,Werther,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-08-25
1430,Iphigenia in Tauris,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-08-07
1431,Manon Lescaut,State Theatre,Melbourne,VIC,1997-08-06
1432,Samson et Dalila,State Theatre,Melbourne,VIC,1997-07-26
1433,La Forza del Destino (The Force of Destiny),Opera Theatre (Sydney Opera House),Sydney,NSW,1997-07-25
1434,Wide Sargasso Sea,Merlyn Theatre,Southbank,VIC,1997-07-24
1435,La Boheme,State Theatre,Melbourne,VIC,1997-07-09
1436,Julius Caesar (Giulio Cesare),Opera Theatre (Sydney Opera House),Sydney,NSW,1997-07-04
1437,Don Pasquale,Her Majesty's Theatre,Adelaide,SA,1997-06-24
1438,Porgy and Bess,Gold Coast Arts Centre,Surfers Paradise,QLD,1997-06-24
1439,Suite Slip'd,The Performance Space,Redfern,NSW,1997-06-20
1440,Madame Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-06-19
1441,Porgy and Bess,Canberra Theatre,Canberra,ACT,1997-06-16
1442,The Italian Girl in Algiers  (L'Italiana in Algeri),Opera Theatre (Sydney Opera House),Sydney,NSW,1997-06-10
1443,Die Tote Stadt,Concert Hall,South Bank,QLD,1997-06-07
1444,Don Giovanni,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-06-05
1445,La Gran Scena Opera Company,Tivoli Theatre Restaurant,Bowen Hills,QLD,1997-06-03
1446,Don Pasquale,Conservatorium Theatre,South Bank,QLD,1997-06-01
1447,Monteverdi,Conservatorium Theatre,Planlands,QLD,1997-05-20
1448,The Beggars Opera,Bridge Theatre,Coniston,NSW,1997-05-11
1449,La Boheme,Lyric Theatre,South Brisbane,QLD,1997-05-02
1450,Little Dream,Various,Various Victorian locations,VIC,1997-05-01
1451,Porgy and Bess,State Theatre,Melbourne,VIC,1997-05-01
1452,Ariadne on Naxos (Ariadne auf Naxos),State Theatre,Melbourne,VIC,1997-04-30
1453,Samson et Dalila,Lyric Theatre,South Brisbane,QLD,1997-04-26
1454,The Phantom of the Opera,Festival Theatre,Adelaide,SA,1997-04-24
1455,Don Giovanni,State Theatre,Melbourne,VIC,1997-04-22
1456,The Barber of Seville,State Theatre,Melbourne,VIC,1997-04-14
1457,The Magic Flute,Grafton High School,Grafton,NSW,1997-04-12
1458,Falstaff,State Theatre,Melbourne,VIC,1997-04-03
1459,The Flying Dutchman (Die Fliegende Hollander),State Theatre,Melbourne,VIC,1997-03-22
1460,Der Fliegende Hollander (The Flying Hollander),State Theatre,Melbourne,VIC,1997-03-22
1461,The Magic Flute,Wollongong Town Hall,Wollongong,NSW,1997-03-04
1462,The 3 Tenors,Melbourne Cricket Ground,Jolimont,VIC,1997-03-01
1463,La Serva Padrona (The Maid as Mistress),Lake House Retreat,Daylesford,VIC,1997-02-21
1464,Daughter of the Regiment / La Fille du Regiment,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-02-07
1465,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-01-20
1466,Esso Opera In The Park,Domain,Sydney,NSW,1997-01-11
1467,The Sinking of the Rainbow Warrior,National Maritime Museum,Darling Harbour,NSW,1997-01-10
1468,Ariadne on Naxos (Ariadne auf Naxos),Opera Theatre (Sydney Opera House),Sydney,NSW,1997-01-07
1469,La Clemenza di Tito,Opera Theatre (Sydney Opera House),Sydney,NSW,1997-01-02
1470,Iphis,Bangarra Studio Theatre,Walsh Bay,NSW,1997-01-01
1471,Rigoletto: A Perversion,Christ Church Complex,St Kilda,VIC,1996-11-08
1472,Nell'Amor Confido,Drama Laboratory,Acton,ACT,1996-11-01
1473,Eugene Onegin,Festival Theatre,Adelaide,SA,1996-10-26
1474,Wolfgang and Nancy,Melbourne Concert Hall,Melbourne,VIC,1996-10-22
1475,Die Frau Ohne Schatten,State Theatre,Melbourne,VIC,1996-10-20
1476,Summer of the Seventeenth Doll,Playhouse,Melbourne,VIC,1996-10-19
1477,Falstaff,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-10-08
1478,Figaro! Figaro! Figaro!,Alexander Theatre,Clayton,VIC,1996-10-01
1479,The Tales of Hoffmann,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-09-21
1480,Turandot,Lyric Theatre,South Brisbane,QLD,1996-09-18
1481,The Magic Flute,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-09-06
1482,Pulp: An Industrial Opera,Burnie Pulp Mill,Burnie,TAS,1996-09-01
1483,Mendel Beilis - The Opera,La Mama,Carlton,VIC,1996-08-28
1484,Albert Herring,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-08-23
1485,Turandot,Festival Theatre,Adelaide,SA,1996-08-17
1486,The Two Executioners,Merlyn Theatre,Southbank,VIC,1996-08-15
1487,The Flying Dutchman,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-08-12
1488,Otello,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-08-01
1489,Lucia di Lammermoor,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-07-12
1490,Lucrezia Borgia,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-07-02
1491,Combattimento di Tancredi e Clorinda / Hin und Zuruck / A Hand of Bridge / Angelique,The Street Theatre,Acton,ACT,1996-06-27
1492,La Boheme,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-06-20
1493,Don Giovanni,Conservatorium Theatre,South Bank,QLD,1996-06-20
1494,The M.O.D.D. Show: Madame Butterfly,State Theatre,Melbourne,VIC,1996-06-19
1495,Il Trovatore,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-06-11
1496,Alcina,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-06-08
1497,The Puccini Spectacular,Sydney Entertainment Centre,Sydney,NSW,1996-06-05
1498,The Pearl Fishers,Adelaide Festival Centre,Adelaide,SA,1996-05-27
1499,The Puccini Spectacular,Melbourne Park,Melbourne,VIC,1996-05-23
1500,Hansel and Gretel,Lyric Theatre,South Brisbane,QLD,1996-05-18
1501,Otello,Lyric Theatre,South Brisbane,QLD,1996-05-08
1502,H.M.S. Pinafore,Scott Theatre,Adelaide,SA,1996-05-01
1503,Alcina,State Theatre,Melbourne,VIC,1996-04-26
1504,Lucia di Lammermoor,State Theatre,Melbourne,VIC,1996-04-17
1505,Nabucco,State Theatre,Melbourne,VIC,1996-04-16
1506,Die Fledermaus,His Majesty's Theatre,Perth,WA,1996-04-13
1507,"Chinese (Cantonese) Opera Performance, Classical Vocal & Music Concert ",Concert Hall (Sydney Opera House),Sydney,NSW,1996-04-09
1508,The Growing Castle,Old Boans Warehouse,East Perth,WA,1996-04-01
1509,Iolanthe,Newcastle City Hall,Newcastle,NSW,1996-04-01
1510,The Marriage of Figaro,State Theatre,Melbourne,VIC,1996-03-28
1511,My Fair Lady,Lyric Theatre,South Brisbane,QLD,1996-03-27
1512,The Makropulos Secret,State Theatre,Melbourne,VIC,1996-03-20
1513,Otello,State Theatre,Melbourne,VIC,1996-03-16
1514,Blue Monday / Trouble in Tahiti,Adelaide Town Hall,Adelaide,SA,1996-03-15
1515,The Magic Flute,The Queen's Theatre,Adelaide,SA,1996-03-04
1516,Pictures of an Exhibitionist,Headlines Theatre,Adelaide,SA,1996-03-01
1517,Fidelio,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-02-14
1518,Cavalleria Rusticana / Pagliacci ,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-02-02
1519,The Makropulos Secret,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-01-20
1520,Esso Opera In The Park,Domain,Sydney,NSW,1996-01-13
1521,A Midsummer Night's Dream,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-01-08
1522,Orpheus and Eurydice,Opera Theatre (Sydney Opera House),Sydney,NSW,1996-01-02
1523,Three Women,ANU Arts Centre,Acton,ACT,1996-01-01
1524,Don Giovanni,His Majesty's Theatre,Perth,WA,1995-11-14
1525,To Traverse Water,Shed 14,Docklands,VIC,1995-10-30
1526,Thread of Blood,St John's College Tower,Sydney,NSW,1995-10-25
1527,Brave New Underworld,Perth Institute of Contemporary Arts,Northbridge,WA,1995-10-25
1528,Falstaff,Adelaide Festival Centre,Adelaide,SA,1995-10-21
1529,Greek,Western Australian Academy of Performing Arts  ,Mount Lawley,WA,1995-10-16
1530,The Eighth Wonder,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-10-14
1531,Medee,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-10-05
1532,Carmen,Lyric Theatre,South Brisbane,QLD,1995-10-01
1533,La Boheme,Golden Grove Recreation and Arts Centre,Golden Grove,SA,1995-10-01
1534,Carmen,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-09-05
1535,The Barber of Seville,Adelaide Festival Centre,Adelaide,SA,1995-08-19
1536,Nabucco,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-08-12
1537,The Burrow,National Theatre,St Kilda,VIC,1995-08-10
1538,Aida,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-08-01
1539,"Il Trittico : Il Tabarro, Suor Angelica, Gianni Schicchi",Opera Theatre (Sydney Opera House),Sydney,NSW,1995-07-10
1540,The Marriage of Figaro,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-07-07
1541,Madama Butterfly,Civic Theatre,Newcastle,NSW,1995-07-01
1542,Madame Butterfly,Lyric Theatre,South Brisbane,QLD,1995-07-01
1543,Peter Grimes,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-06-23
1544,The Barber of Seville,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-06-14
1545,Rigoletto,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-06-08
1546,A Pawn in the Game,Odeon Theatre,Norwood,SA,1995-06-02
1547,Klinghoffer,Brisbane City Hall,Brisbane,QLD,1995-06-01
1548,Teddy the Jewboy,Cremorne Theatre,South Brisbane,QLD,1995-06-01
1549,Fright,Enmore Theatre,Enmore,NSW,1995-05-31
1550,Peter Grimes,State Theatre,Melbourne,VIC,1995-05-03
1551,Elijah- The Opera,Queensland Conservatorium,South Bank,QLD,1995-05-01
1552,La Boheme,Penola,Penola,SA,1995-05-01
1553,La Boheme,Adelaide Festival Centre,Adelaide,SA,1995-04-29
1554,Rigoletto,State Theatre,Melbourne,VIC,1995-04-21
1555,Turandot,State Theatre,Melbourne,VIC,1995-04-11
1556,Julius Caesar,State Theatre,Melbourne,VIC,1995-03-22
1557,La Traviata,State Theatre,Melbourne,VIC,1995-03-18
1558,Orientalia,The Performance Space,Redfern,NSW,1995-03-16
1559,To Traverse Water,Pyrmont Bay Wharf,Pyrmont,NSW,1995-03-14
1560,A Double Bill of Comic Opera,ANU Arts Centre,Acton,ACT,1995-03-10
1561,Wilde Alone,The Edge Theatre,Newtown,NSW,1995-02-22
1562,Tosca,Opera Theatre (Sydney Opera House),Sydney,NSW,1995-02-13
1563,H.M.S. Pinafore,Polly Woodside,Southbank,VIC,1995-02-09
