,work,composer,date
3060,Le nozze di Figaro,Wolfgang A. Mozart,1931-08-05
3061,Le nozze di Figaro,Wolfgang A. Mozart,1931-08-12
3062,Le nozze di Figaro,Wolfgang A. Mozart,1931-08-20
3063,Der Rosenkavalier,Richard Strauss,1931-08-01
3064,Der Rosenkavalier,Richard Strauss,1931-08-10
3065,Der Rosenkavalier,Richard Strauss,1931-08-27
3066,Orfeo ed Euridice,Christoph Willibald Gluck,1931-08-15
3067,Orfeo ed Euridice,Christoph Willibald Gluck,1931-08-24
3068,Fidelio,Ludwig v. Beethoven,1931-08-18
3069,Fidelio,Ludwig v. Beethoven,1931-08-29
3070,Die Zauberflöte,Wolfgang A. Mozart,1931-08-08
3071,Die Zauberflöte,Wolfgang A. Mozart,1931-08-17
3072,Die Zauberflöte,Wolfgang A. Mozart,1931-08-25
3073,Così fan tutte,Wolfgang A. Mozart,1931-08-14
3074,Così fan tutte,Wolfgang A. Mozart,1931-08-19
3075,Il barbiere di Siviglia,Gioachino Rossini,1931-07-25
3076,Il barbiere di Siviglia,Gioachino Rossini,1931-07-28
3077,Il barbiere di Siviglia,Gioachino Rossini,1931-07-31
3078,Il barbiere di Siviglia,Gioachino Rossini,1931-08-06
3079,Il matrimonio segreto,Domenico Cimarosa,1931-07-30
3080,Il matrimonio segreto,Domenico Cimarosa,1931-08-07
3081,Don Giovanni,Wolfgang A. Mozart,1931-08-03
3082,Don Giovanni,Wolfgang A. Mozart,1931-08-22
3083,Don Pasquale,Gaetano Donizetti,1931-07-26
3084,Don Pasquale,Gaetano Donizetti,1931-08-04
3085,Das jüngste Gericht,Felix Emmel,1931-08-22
3086,Die Entführung aus dem Serail,Wolfgang A. Mozart,1931-08-11
3087,Die Entführung aus dem Serail,Wolfgang A. Mozart,1931-08-30
3088,Fidelio,Ludwig v. Beethoven,1930-08-13
3089,Fidelio,Ludwig v. Beethoven,1930-08-18
3090,Le nozze di Figaro,Wolfgang A. Mozart,1930-08-09
3091,Le nozze di Figaro,Wolfgang A. Mozart,1930-08-16
3092,Le nozze di Figaro,Wolfgang A. Mozart,1930-08-27
3093,Iphigenie in Aulis,Christoph Willibald Gluck,1930-08-20
3094,Iphigenie in Aulis,Christoph Willibald Gluck,1930-08-25
3095,Don Giovanni,Wolfgang A. Mozart,1930-08-06
3096,Don Giovanni,Wolfgang A. Mozart,1930-08-29
3097,Don Pasquale,Gaetano Donizetti,1930-08-14
3098,Don Pasquale,Gaetano Donizetti,1930-08-19
3099,Don Pasquale,Gaetano Donizetti,1930-08-24
3100,Don Pasquale,Gaetano Donizetti,1930-08-31
3101,Der Rosenkavalier,Richard Strauss,1930-08-04
3102,Der Rosenkavalier,Richard Strauss,1930-08-11
3103,Der Rosenkavalier,Richard Strauss,1930-08-22
3104,Don Giovanni,Wolfgang A. Mozart,1929-08-06
3105,Don Giovanni,Wolfgang A. Mozart,1929-08-10
3106,Don Giovanni,Wolfgang A. Mozart,1929-08-14
3107,Don Giovanni,Wolfgang A. Mozart,1929-08-22
3108,Don Giovanni,Wolfgang A. Mozart,1929-08-28
3109,Der Rosenkavalier,Richard Strauss,1929-08-12
3110,Der Rosenkavalier,Richard Strauss,1929-08-16
3111,Der Rosenkavalier,Richard Strauss,1929-08-20
3112,Der Rosenkavalier,Richard Strauss,1929-08-24
3113,Der Rosenkavalier,Richard Strauss,1929-08-30
3114,Fidelio,Ludwig v. Beethoven,1929-08-08
3115,Fidelio,Ludwig v. Beethoven,1929-08-18
3116,Fidelio,Ludwig v. Beethoven,1929-08-26
3117,Bastien und Bastienne,Wolfgang A. Mozart,1928-08-03
3118,Bastien und Bastienne,Wolfgang A. Mozart,1928-08-04
3119,Bastien und Bastienne,Wolfgang A. Mozart,1928-08-10
3120,Die Höhle von Salamanca,Bernhard Paumgartner,1928-08-03
3121,Die Höhle von Salamanca,Bernhard Paumgartner,1928-08-04
3122,Die Höhle von Salamanca,Bernhard Paumgartner,1928-08-10
3123,Così fan tutte,Wolfgang A. Mozart,1928-08-12
3124,Così fan tutte,Wolfgang A. Mozart,1928-08-15
3125,Così fan tutte,Wolfgang A. Mozart,1928-08-25
3126,Grete Wiesenthal and Toni Birkmeyer,,1928-08-02
3127,The Stone Guest,Alexander Sergejewitsch Dargomyschski,1928-08-05
3128,The Stone Guest,Alexander Sergejewitsch Dargomyschski,1928-08-08
3129,Kashchey the Deathless,Nikolai Andreyevich Rimsky-Korsakov,1928-08-07
3130,Kashchey the Deathless,Nikolai Andreyevich Rimsky-Korsakov,1928-08-09
3131,Fidelio,Ludwig v. Beethoven,1928-08-20
3132,Fidelio,Ludwig v. Beethoven,1928-08-24
3133,Fidelio,Ludwig v. Beethoven,1928-08-28
3134,Die Zauberflöte,Wolfgang A. Mozart,1928-08-18
3135,Die Zauberflöte,Wolfgang A. Mozart,1928-08-22
3136,Die Zauberflöte,Wolfgang A. Mozart,1928-08-26
3137,Die Zauberflöte,Wolfgang A. Mozart,1928-08-30
3138,Don Giovanni,Wolfgang A. Mozart,1927-08-10
3139,Don Giovanni,Wolfgang A. Mozart,1927-08-22
3140,"First Dance-Evening – Losch, Pfundmayr, Kreuzberg",,1927-08-08
3141,Fidelio,Ludwig v. Beethoven,1927-08-13
3142,Fidelio,Ludwig v. Beethoven,1927-08-18
3143,Fidelio,Ludwig v. Beethoven,1927-08-24
3144,Fidelio,Ludwig v. Beethoven,1927-08-28
3145,Le nozze di Figaro,Wolfgang A. Mozart,1927-08-07
3146,Le nozze di Figaro,Wolfgang A. Mozart,1927-08-16
3147,Musical-dramatic performance  – Anna Bahr-Mildenburg,,1927-08-02
3148,La serva padrona,Giovanni Battista Pergolesi,1926-08-12
3149,La serva padrona,Giovanni Battista Pergolesi,1926-08-14
3150,La serva padrona,Giovanni Battista Pergolesi,1926-08-15
3151,La serva padrona,Giovanni Battista Pergolesi,1926-08-17
3152,Les petits riens,,1926-08-12
3153,Les petits riens,,1926-08-14
3154,Les petits riens,,1926-08-15
3155,Les petits riens,,1926-08-17
3156,Don Giovanni,Wolfgang A. Mozart,1926-08-10
3157,Don Giovanni,Wolfgang A. Mozart,1926-08-22
3158,Don Juan,,1926-08-12
3159,Don Juan,,1926-08-14
3160,Don Juan,,1926-08-15
3161,Don Juan,,1926-08-17
3162,Die Fledermaus,Johann Strauss,1926-08-13
3163,Die Fledermaus,Johann Strauss,1926-08-16
3164,Die Fledermaus,Johann Strauss,1926-08-19
3165,Die Fledermaus,Johann Strauss,1926-08-24
3166,Die Fledermaus,Johann Strauss,1926-08-29
3167,Die Entführung aus dem Serail,Wolfgang A. Mozart,1926-08-09
3168,Die Entführung aus dem Serail,Wolfgang A. Mozart,1926-08-28
3169,Ariadne auf Naxos,Richard Strauss,1926-08-18
3170,Ariadne auf Naxos,Richard Strauss,1926-08-21
3171,Ariadne auf Naxos,Richard Strauss,1926-08-25
3172,Don Giovanni,Wolfgang A. Mozart,1925-08-24
3173,Don Giovanni,Wolfgang A. Mozart,1925-08-28
3174,Don Pasquale,Gaetano Donizetti,1925-08-26
3175,Don Pasquale,Gaetano Donizetti,1925-08-29
3176,Spiegelbild,,1925-08-29
3177,Spiegelbild,,1925-08-30
3178,Spiegelbild,,1925-08-31
3179,Die grüne Flöte,,1925-08-29
3180,Die grüne Flöte,,1925-08-30
3181,Die grüne Flöte,,1925-08-31
3182,Le nozze di Figaro,Wolfgang A. Mozart,1925-08-25
3183,Le nozze di Figaro,Wolfgang A. Mozart,1925-08-27
3184,Le nozze di Figaro,Wolfgang A. Mozart,1925-08-30
3185,Broadway,,1925-08-29
3186,Broadway,,1925-08-30
3187,Broadway,,1925-08-31
3188,Das Leben hängt an einem Faden,,1925-08-29
3189,Das Leben hängt an einem Faden,,1925-08-30
3190,Das Leben hängt an einem Faden,,1925-08-31
3191,Le nozze di Figaro,Wolfgang A. Mozart,1922-08-16
3192,Le nozze di Figaro,Wolfgang A. Mozart,1922-08-20
3193,Le nozze di Figaro,Wolfgang A. Mozart,1922-08-24
3194,Le nozze di Figaro,Wolfgang A. Mozart,1922-08-28
3195,Così fan tutte,Wolfgang A. Mozart,1922-08-15
3196,Così fan tutte,Wolfgang A. Mozart,1922-08-19
3197,Così fan tutte,Wolfgang A. Mozart,1922-08-27
3198,Don Giovanni,Wolfgang A. Mozart,1922-08-14
3199,Don Giovanni,Wolfgang A. Mozart,1922-08-18
3200,Don Giovanni,Wolfgang A. Mozart,1922-08-22
3201,Don Giovanni,Wolfgang A. Mozart,1922-08-23
3202,Don Giovanni,Wolfgang A. Mozart,1922-08-26
3203,Die Entführung aus dem Serail,Wolfgang A. Mozart,1922-08-17
3204,Die Entführung aus dem Serail,Wolfgang A. Mozart,1922-08-21
3205,Die Entführung aus dem Serail,Wolfgang A. Mozart,1922-08-25
3206,Die Entführung aus dem Serail,Wolfgang A. Mozart,1922-08-29
3207,Bastien und Bastienne,Wolfgang A. Mozart,1921-08-20
3208,Bastien und Bastienne,Wolfgang A. Mozart,1921-08-21
3209,Bastien und Bastienne,Wolfgang A. Mozart,1921-08-23
3210,La donna del lago,Gioachino Rossini,2017-06-04
3211,Ariodante,George Frideric Handel,2017-06-02
3212,Ariodante,George Frideric Handel,2017-06-05
3213,Giulietta e Romeo,Nicola Antonio Zingarelli,2016-05-14
3214,West Side Story,,2016-05-13
3215,West Side Story,,2016-05-15
3216,Semele,George Frideric Handel,2015-05-23
3217,Iphigénie en Tauride,Christoph Willibald Gluck,2015-05-22
3218,Iphigénie en Tauride,Christoph Willibald Gluck,2015-05-25
3219,Otello,Gioachino Rossini,2014-06-09
3220,Il barbiere di Siviglia,Gioachino Rossini,2014-06-06
3221,Il barbiere di Siviglia,Gioachino Rossini,2014-06-07
3222,Il barbiere di Siviglia,Gioachino Rossini,2014-06-09
3223,La Cenerentola,Gioachino Rossini,2014-06-05
3224,La Cenerentola,Gioachino Rossini,2014-06-07
3225,"LiebesOPFER
Norma",Vincenzo Bellini,2013-05-17
3226,"LiebesOPFER
Norma",Vincenzo Bellini,2013-05-19
3227,"Cleopatra raffinata
Giulio Cesare in Egitto",George Frideric Handel,2012-05-25
3228,"Cleopatra raffinata
Giulio Cesare in Egitto",George Frideric Handel,2012-05-27
3229,I due Figaro,Saverio Mercadante,2011-06-10
3230,I due Figaro,Saverio Mercadante,2011-06-12
3231,Betulia liberata,Wolfgang A. Mozart,2010-05-21
3232,Betulia liberata,Wolfgang A. Mozart,2010-05-23
3233,Demofoonte,Niccolò Jommelli,2009-05-29
3234,Demofoonte,Niccolò Jommelli,2009-05-31
3235,Il matrimonio inaspettato,Giovanni Paisiello,2008-05-09
3236,Il matrimonio inaspettato,Giovanni Paisiello,2008-05-11
3237,Il ritorno di Don Calandrino,Domenico Cimarosa,2007-05-25
3238,Il ritorno di Don Calandrino,Domenico Cimarosa,2007-05-27
3239,Acis and Galatea,George Frideric Handel,2005-05-13
3240,Radamisto,George Frideric Handel,2002-05-18
3241,Ariodante,George Frideric Handel,2001-06-04
3242,LES BORÉADES,Jean-Philippe Rameau,1999-05-21
3243,LES BORÉADES,Jean-Philippe Rameau,1999-05-23
3244,La Calisto,Francesco Cavalli,1998-05-30
3245,La Calisto,Francesco Cavalli,1998-06-01
