,clean_name,other_names,year_of_birth,year_of_death,place_of_birth,gender,source,operabase_name,stanford_name
4625,"Shearer, ",Shearer,1943.0,,United States,Male,operabase,Shearer,
4626,"Shebalin, Vissarion","Shebalin, Vissarion (Yakovlevich)",1902.0,1963.0,Russia,,opera.stanford,Shebalin,"Shebalin, Vissarion (Yakovlevich)"
4627,"Shekhter, Boris","Shekhter, Boris (Semyonovich)",1900.0,1961.0,Ukraine,,opera.stanford,,"Shekhter, Boris (Semyonovich)"
4628,"Shelley, Harry Rowe","Shelley, Harry Rowe",1858.0,1947.0,United States,,opera.stanford,,"Shelley, Harry Rowe"
4629,"Sheng, Bright","Sheng, Bright",1955.0,,China,,opera.stanford,Sheng,"Sheng, Bright"
4630,"Shenshin, Alexander","Shenshin, Alexander (Alexeievich)",1890.0,1944.0,Russia,,opera.stanford,,"Shenshin, Alexander (Alexeievich)"
4631,"Shere, Charles","Shere, Charles",1935.0,,United States,,opera.stanford,,"Shere, Charles"
4632,"Shibata, Minao","Shibata, Minao",1916.0,,Japan,,opera.stanford,,"Shibata, Minao"
4633,"Shield, William","Shield, William",1748.0,1829.0,United Kingdom,,opera.stanford,,"Shield, William"
4634,"Shimizu, Osamu","Shimizu, Osamu",1911.0,,Japan,,opera.stanford,,"Shimizu, Osamu"
4635,"Shira, Francesco","Shira, Francesco",1808.0,1883.0,Malta,,opera.stanford,,"Shira, Francesco"
4636,"Shirinsky, Vasily","Shirinsky, Vasily (Petrovich)",1901.0,1965.0,Russia,,opera.stanford,,"Shirinsky, Vasily (Petrovich)"
4637,"Shishov, Ivan","Shishov, Ivan",1888.0,1947.0,Russia,,opera.stanford,,"Shishov, Ivan"
4638,"Shore, ",Shore,1946.0,,Canada,Male,operabase,Shore,
4639,"Shostakovich, Dmitri","Shostakovich, Dmitri (Dmitrievich)",1906.0,1975.0,Russia,,opera.stanford,Shostakovich,"Shostakovich, Dmitri (Dmitrievich)"
4640,"Sibelius, Jean",SibeliusJ,1865.0,1957.0,Finland,Male,operabase,SibeliusJ,"Sibelius, Jean [Johan] (Julius Christian)"
4641,"Sibelli, Giovanni Antonio","Sibelli [Sivelli], Giovanni Antonio",,,Italy,,opera.stanford,,"Sibelli [Sivelli], Giovanni Antonio"
4642,"Siboni, Erik","Siboni, Erik (Anthon Valdemar)",1828.0,1892.0,Denmark,,opera.stanford,,"Siboni, Erik (Anthon Valdemar)"
4643,"Sicilianos, ",Sicilianos,1920.0,2005.0,Greece,Male,operabase,Sicilianos,
4644,"Sidelnikov, Nikolay Nikolayevich",Sidelnikov,1930.0,1992.0,Russia,Male,operabase,Sidelnikov,"Sidel'nikov, Nikolay Nikolayevich"
4645,"Siebert, Wilhelm Dieter","Siebert, Wilhelm Dieter",1931.0,,Germany,,opera.stanford,Siebert,"Siebert, Wilhelm Dieter"
4646,"Siegmeister, Elie","Siegmeister, Elie",1909.0,1991.0,United States,,opera.stanford,,"Siegmeister, Elie"
4647,"Sierra, Roberto","Sierra, Roberto",1953.0,,United States,,opera.stanford,,"Sierra, Roberto"
4648,"Sigurbjörnsson, Thorkell","Sigurbjörnsson, Thorkell",1938.0,,Iceland,,opera.stanford,,"Sigurbjörnsson, Thorkell"
4649,"Sigwart, Botho","Sigwart [Sigwart Botho], Botho [",1884.0,1915.0,Germany,,opera.stanford,,"Sigwart [Sigwart Botho], Botho ["
4650,"Siklós, Albert","Siklós [Schönwald], Albert",1878.0,,Hungary,,opera.stanford,,"Siklós [Schönwald], Albert"
4651,"Sikora, ",Sikora,1944.0,,Poland,Female,operabase,Sikora,
4652,"Sikorski, Tomasz","Sikorski, Tomasz",1939.0,,Poland,,opera.stanford,,"Sikorski, Tomasz"
4653,"Silva, Francisco Manuel da","Silva, Francisco Manuel da",1795.0,1865.0,Brazil,,opera.stanford,,"Silva, Francisco Manuel da"
4654,"Silva, João Cordeiro da","Silva, João Cordeiro da",1735.0,1807.0,Portugal,,opera.stanford,,"Silva, João Cordeiro da"
4655,"Silva, Oscar da","Silva, Oscar da",1870.0,1958.0,Brazil,,opera.stanford,,"Silva, Oscar da"
4656,"Silva, Poll da","Silva, (David) Poll da",1834.0,1875.0,Canada,,opera.stanford,,"Silva, (David) Poll da"
4657,"Silver, Charles","Silver, Charles",1868.0,1949.0,France,,opera.stanford,,"Silver, Charles"
4658,"Silver, Sheila","Silver, Sheila",1946.0,,United States,,opera.stanford,,"Silver, Sheila"
4659,"Simon, Anton","Simon, Anton [Yul'yevich]",1850.0,1916.0,France,,opera.stanford,Simon,"Simon, Anton [Yul'yevich]"
4660,"Simon, James","Simon, James",1880.0,1944.0,Germany,,opera.stanford,,"Simon, James"
4661,"Simoni, ",Simoni,1972.0,,Italy,Male,operabase,Simoni,
4662,"Simonis, Jean-Marie","Simonis, Jean-Marie",1931.0,,Belgium,,opera.stanford,,"Simonis, Jean-Marie"
4663,"SimonsMarijn, ",SimonsMarijn,1982.0,,Netherlands,Male,operabase,SimonsMarijn,
4664,"SimpsonM, ",SimpsonM,1988.0,,United Kingdom,Male,operabase,SimpsonM,
4665,"Sinding, Christian","Sinding, Christian (August)",1856.0,1941.0,Norway,,opera.stanford,,"Sinding, Christian (August)"
4666,"Singer, Pavel",Singer Pavel,1962.0,,Russia,Male,operabase,Singer,
4667,"Singier, ",Singier,1954.0,,France,Male,operabase,Singier,
4668,"Singleton, Alvin","Singleton, Alvin (Elliot)",1940.0,,United States,,opera.stanford,,"Singleton, Alvin (Elliot)"
4669,"Sinico, Francesco","Sinico, Francesco",1810.0,1865.0,Italy,,opera.stanford,,"Sinico, Francesco"
4670,"Sinico, Giuseppe","Sinico, Giuseppe",1836.0,1907.0,Italy,,opera.stanford,,"Sinico, Giuseppe"
4671,"Sinopoli, Giuseppe","Sinopoli, Giuseppe",1946.0,2001.0,Italy,,opera.stanford,,"Sinopoli, Giuseppe"
4672,"Siohan, Robert","Siohan, Robert(-Lucien)",1894.0,1985.0,France,,opera.stanford,,"Siohan, Robert(-Lucien)"
4673,"Siqueira, José","Siqueira, José (de Lima)",1907.0,1985.0,Brazil,,opera.stanford,,"Siqueira, José (de Lima)"
4674,"Sirola, Bozidar","Sirola, Bozidar",1889.0,1956.0,Croatia,,opera.stanford,,"Sirola, Bozidar"
4675,"Sitsky, Larry","Sitsky, Larry",1934.0,,China,,opera.stanford,,"Sitsky, Larry"
4676,"Sivic, Pavel","Sivic, Pavel",1908.0,1995.0,Slovenia,,opera.stanford,,"Sivic, Pavel"
4677,"Skender, ",Skender,1981.0,,Croatia,Male,operabase,Skender,
4678,"Skilton, Charles Sanford","Skilton, Charles Sanford",1868.0,,United Kingdom,,opera.stanford,,"Skilton, Charles Sanford"
4679,"Sklavos, George","Sklavos, George",1888.0,,Romania,,opera.stanford,,"Sklavos, George"
4680,"Skoryk, ",Skoryk,1938.0,,Ukraine,Male,operabase,Skoryk,
4681,"Skovmand, ",Skovmand,1969.0,,Denmark,Female,operabase,Skovmand,
4682,"Skroup, Frantisek Jan","Skroup, Frantisek Jan",1801.0,1862.0,Czechia,,opera.stanford,,"Skroup, Frantisek Jan"
4683,"Skroup, Jan Nepomuk","Skroup [Skraup], Jan Nepomuk",1811.0,1892.0,Czechia,,opera.stanford,,"Skroup [Skraup], Jan Nepomuk"
4684,"Skuherský, Frantisek Zdenek","Skuherský, Frantisek Zdenek (Xavier Alois)",1830.0,1892.0,Czechia,,opera.stanford,,"Skuherský, Frantisek Zdenek (Xavier Alois)"
4685,"Skulte, Adolfs","Skulte, Adolfs",1909.0,2000.0,Ukraine,,opera.stanford,,"Skulte, Adolfs"
4686,"Skultes, ",Skultes,1905.0,1976.0,Latvia,Male,operabase,Skultes,
4687,"Slonimsky, Sergey","Slonimsky, Sergey (Mikhaylovich)",1932.0,,Russia,,opera.stanford,,"Slonimsky, Sergey (Mikhaylovich)"
4688,"Smareglia, Antonio",Smareglia Antonio Antonio,1854.0,1929.0,Italy,Male,operabase,Smareglia,"Smareglia, Antonio"
4689,"Smart, Henry Thomas","Smart, Henry Thomas",1813.0,1879.0,United Kingdom,,opera.stanford,,"Smart, Henry Thomas"
4690,"Smelkov, ",Smelkov,1950.0,,Russia,Male,operabase,Smelkov,
4691,"Smetana, Bedrich","Smetana, Bedrich [Friedrich]",1824.0,1884.0,Czechia,,opera.stanford,Smetana,"Smetana, Bedrich [Friedrich]"
4692,"Smit, Leo","Smit, Leo",1921.0,1999.0,United States,,opera.stanford,,"Smit, Leo"
4693,"Smith Brindle, Reginald","Smith Brindle, Reginald",1917.0,,United Kingdom,,opera.stanford,,"Smith Brindle, Reginald"
4694,"Smith, David Stanley","Smith, David Stanley",1877.0,1949.0,United States,,opera.stanford,,"Smith, David Stanley"
4695,"Smith, Gregg","Smith, Gregg",1931.0,,United States,,opera.stanford,,"Smith, Gregg"
4696,"Smith, Hale","Smith, Hale",1925.0,,United States,,opera.stanford,,"Smith, Hale"
4697,"Smith, John Christopher","Smith [Schmidt], John Christopher [Johann Christoph]",1712.0,1795.0,Germany,,opera.stanford,,"Smith [Schmidt], John Christopher [Johann Christoph]"
4698,"Smith, Julia","Smith [Vielehr], Julia (Frances)",1911.0,1989.0,United States,,opera.stanford,,"Smith [Vielehr], Julia (Frances)"
4699,"Smith, Leland","Smith, Leland (Clayton)",1925.0,2013.0,United States,,opera.stanford,,"Smith, Leland (Clayton)"
4700,"Smolka, ",Smolka,1959.0,,Czechia,Male,operabase,Smolka,
4701,"Smolsky, ",Smolsky,1937.0,,Belarus,Male,operabase,Smolsky,
4702,"Smutný, Jirí","Smutný, Jirí",1932.0,,Czechia,,opera.stanford,,"Smutný, Jirí"
4703,"Smyth, ",Smyth0,1858.0,1944.0,United Kingdom,Female,operabase,Smyth,"Smyth,"
4704,"Sobolewsky, Edward","Sobolewsky, (Johann Friedrich [Fryderyk]) Edward [Eduard]",1804.0,1872.0,Poland,,opera.stanford,,"Sobolewsky, (Johann Friedrich [Fryderyk]) Edward [Eduard]"
4705,"Socor, Matei","Socor, Matei",1908.0,1980.0,Romania,,opera.stanford,,"Socor, Matei"
4706,"Sodero, Cesare","Sodero, Cesare",1886.0,1947.0,Italy,,opera.stanford,,"Sodero, Cesare"
4707,"Sodi, Charles","Sodi [Sody], Charles [Carlo]",1715.0,1788.0,Italy,,opera.stanford,,"Sodi [Sody], Charles [Carlo]"
4708,"Soffredini, Alfredo","Soffredini, Alfredo",1854.0,1923.0,Italy,,opera.stanford,,"Soffredini, Alfredo"
4709,"Sogner, Pasquale","Sogner, Pasquale",1793.0,1842.0,Italy,,opera.stanford,,"Sogner, Pasquale"
4710,"Sogner, Tommasso","Sogner [Sonyer], Tommasso [Tomás]",1762.0,1821.0,Italy,,opera.stanford,,"Sogner [Sonyer], Tommasso [Tomás]"
4711,"Sokalsky, Pyotr","Sokal'sky, Pyotr (Petrovich)",1832.0,1887.0,Ukraine,,opera.stanford,,"Sokal'sky, Pyotr (Petrovich)"
4712,"Sokola, Milos","Sokola, Milos",1913.0,1976.0,Czechia,,opera.stanford,,"Sokola, Milos"
4713,"Sokolovic, ",Sokolovic,1968.0,,Serbia,Female,operabase,Sokolovic,
4714,"Sokolovsky, Mikhail Matveyevich","Sokolovsky, Mikhail Matveyevich",1756.0,1794.0,Russia,,opera.stanford,,"Sokolovsky, Mikhail Matveyevich"
4715,"Solbiati, ",Solbiati,1956.0,,Italy,Male,operabase,Solbiati,
4716,"Soler, Josep","Soler, Josep",1935.0,,Spain,,opera.stanford,,"Soler, Josep"
4717,"Solera, Temistocle","Solera, Temistocle",1815.0,1878.0,Italy,,opera.stanford,,"Solera, Temistocle"
4718,"Solié, Jean-Pierre","Solié [Solier; Sollié; Soulié; Soulier], Jean-Pierre",1755.0,1812.0,France,,opera.stanford,,"Solié [Solier; Sollié; Soulié; Soulier], Jean-Pierre"
4719,"Soliva, Carlo Evasio","Soliva, Carlo Evasio",1792.0,1851.0,France,,opera.stanford,,"Soliva, Carlo Evasio"
4720,"Sollima, Giovanni",Sollima Giovanni,1962.0,,Italy,Male,operabase,Sollima,
4721,"Solomon, Edward","Solomon, Edward",1855.0,1895.0,United Kingdom,,opera.stanford,,"Solomon, Edward"
4722,"Soloviev-Sedoy, Vasili","Soloviev-Sedoy, Vasili (Pavlovich)",1907.0,1979.0,Russia,,opera.stanford,,"Soloviev-Sedoy, Vasili (Pavlovich)"
4723,"Soloviev, Nikolay","Soloviev, Nikolay (Feopemptovich)",1846.0,1916.0,Russia,,opera.stanford,,"Soloviev, Nikolay (Feopemptovich)"
4724,"Soltys, Mieczyslaw","Soltys, Mieczyslaw",1863.0,1929.0,Ukraine,,opera.stanford,,"Soltys, Mieczyslaw"
4725,"Soluri, Patrick",Soluri Patrick,1975.0,,United States,Male,operabase,Soluri,
4726,"Somers, Harry Stewart","Somers, Harry Stewart",1925.0,1999.0,Canada,,opera.stanford,Somers,"Somers, Harry Stewart"
4727,"Sommer, ",Sommer,1837.0,1922.0,Germany,Male,operabase,Sommer,"Sommer [Zincke], Hans [Friedrich August]"
4728,"Sommerro, ",Sommerro,1952.0,,Norway,Male,operabase,Sommerro,
4729,"Sonenberg, ",Sonenberg,1970.0,,United States,Male,operabase,Sonenberg,
4730,"Sonnenfeld, Adolf Gustaw","Sonnenfeld [Adolfson], Adolf Gustaw",1837.0,1914.0,Poland,,opera.stanford,,"Sonnenfeld [Adolfson], Adolf Gustaw"
4731,"Sonninen, Ahti","Sonninen, Ahti",1914.0,1984.0,Finland,,opera.stanford,,"Sonninen, Ahti"
4732,"Sonzogno, Giulio Cesare","Sonzogno, Giulio Cesare",1906.0,1976.0,Italy,,opera.stanford,,"Sonzogno, Giulio Cesare"
4733,"Sophie Elizabeth,","Sophie [Sophia] Elizabeth,",1613.0,1676.0,Germany,,opera.stanford,,"Sophie [Sophia] Elizabeth,"
4734,"Soproni, József","Soproni, József",1930.0,,Hungary,,opera.stanford,,"Soproni, József"
4735,"Sor, Fernando","Sor [Sors], (Joseph) Fernando (Macari)",1778.0,1839.0,Spain,,opera.stanford,,"Sor [Sors], (Joseph) Fernando (Macari)"
4736,"Soresina, Alberto","Soresina, Alberto",1911.0,,Italy,,opera.stanford,,"Soresina, Alberto"
4737,"Soriano Fuertes y Piqueras, Mariano","Soriano Fuertes y Piqueras, Mariano",1817.0,1880.0,Spain,,opera.stanford,,"Soriano Fuertes y Piqueras, Mariano"
4738,"Sormann, Alfred","Sormann, Alfred (Richard Gotthilf)",1861.0,1913.0,Poland,,opera.stanford,,"Sormann, Alfred (Richard Gotthilf)"
4739,"Sorozabal, ",Sorozabal,1897.0,1988.0,Spain,Male,operabase,Sorozabal,"Sorozabal (Marialcurrena), Pablo"
4740,"Sosa, Jorge",Sosa Jorge,,,Mexico,Male,operabase,Sosa,
4741,"Sotelo, ",Sotelo,1961.0,,Spain,Male,operabase,Sotelo,
4742,"Soubre, Etienne-Joseph","Soubre, Etienne-Joseph",1813.0,1871.0,Belgium,,opera.stanford,,"Soubre, Etienne-Joseph"
4743,"Sousa, John Philip","Sousa, John Philip",1854.0,1932.0,United States,,opera.stanford,,"Sousa, John Philip"
4744,"Soutullo, ",Soutullo,1884.0,1932.0,Spain,Male,operabase,Soutullo,
4745,"Sowinski, Wojciech","Sowinski, Wojciech [Albert]",1805.0,1880.0,Poland,,opera.stanford,,"Sowinski, Wojciech [Albert]"
4746,"Spadavecchia, Antonio","Spadavecchia, Antonio (Emmanuilovich)",1907.0,1988.0,Ukraine,,opera.stanford,Spadavecchia,"Spadavecchia, Antonio (Emmanuilovich)"
4747,"Spangenberg, Heinrich","Spangenberg, Heinrich",1861.0,1925.0,Germany,,opera.stanford,,"Spangenberg, Heinrich"
4748,"Sparr, ",Sparr,1975.0,,United States,Male,operabase,Sparr,
4749,"Spears, ",Spears,1977.0,,United States,Male,operabase,Spears,
4750,"Spech, János","Spech, János",1767.0,1836.0,Slovakia,,opera.stanford,,"Spech, János"
4751,"Spelman, Timothy","Spelman, Timothy (Mather)",1891.0,1970.0,United States,,opera.stanford,,"Spelman, Timothy (Mather)"
4752,"Spendiaryan, ",Spendiaryan,1871.0,1928.0,Armenia,Male,operabase,Spendiaryan,"Spendiaryan [Spendiarov], Alexander (Afanasii)"
4753,"Speranza, Giovanni Antonio","Speranza, Giovanni Antonio",1811.0,1850.0,Italy,,opera.stanford,,"Speranza, Giovanni Antonio"
4754,"Spetrino, Francesco","Spetrino, Francesco",1857.0,1948.0,Italy,,opera.stanford,,"Spetrino, Francesco"
4755,"Spilka, Frantisek","Spilka, Frantisek",1887.0,1960.0,Czechia,,opera.stanford,,"Spilka, Frantisek"
4756,"Spinazzari, Alessandro","Spinazzari, Alessandro",,,Italy,,opera.stanford,,"Spinazzari, Alessandro"
4757,"Spindler, Stanislaus","Spindler, (Franz) Stanislaus",1763.0,1819.0,France,,opera.stanford,,"Spindler, (Franz) Stanislaus"
4758,"Spinelli, Nicola","Spinelli, Nicola",1865.0,1909.0,Italy,,opera.stanford,,"Spinelli, Nicola"
4759,"Spisak, Michal","Spisak, Michal",1914.0,1965.0,Poland,,opera.stanford,,"Spisak, Michal"
4760,"Spitzmüller, Alexander, Freiherr von","Spitzmüller(-Harmersbach), Alexander, Freiherr von",1894.0,1962.0,Austria,,opera.stanford,,"Spitzmüller(-Harmersbach), Alexander, Freiherr von"
4761,"Spohr, Louis","Spohr, Louis [Ludewig]",1784.0,1859.0,Germany,,opera.stanford,Spohr,"Spohr, Louis [Ludewig]"
4762,"Spoliansky, Misha",Spoliansky Misha,1898.0,1985.0,Russia,Male,operabase,Spoliansky,
4763,"Spontini, Gaspare","Spontini, Gaspare (Luigi Pacifico)",1774.0,1851.0,Italy,,opera.stanford,Spontini,"Spontini, Gaspare (Luigi Pacifico)"
4764,"Sportonio, MarcAntonio","Sportonio, Marc'Antonio",1631.0,1680.0,Italy,,opera.stanford,,"Sportonio, Marc'Antonio"
4765,"Spratlan, Lewis","Spratlan, Lewis",1940.0,,United States,,opera.stanford,,"Spratlan, Lewis"
4766,"Srámek, Vladimir","Srámek, Vladimir",1923.0,,Slovakia,,opera.stanford,,"Srámek, Vladimir"
4767,"Srnka, ",Srnka,1975.0,,Czechia,Male,operabase,Srnka,
4768,"Stöhr, Richard","Stöhr, Richard",1874.0,1967.0,Austria,,opera.stanford,,"Stöhr, Richard"
4769,"Stölzel, Gottfried Heinrich","Stölzel [Stöltzel; Stözl], Gottfried Heinrich",1690.0,1749.0,Germany,,opera.stanford,,"Stölzel [Stöltzel; Stözl], Gottfried Heinrich"
4770,"Stör, Carl","Stör, Carl",1814.0,1889.0,Germany,,opera.stanford,,"Stör, Carl"
4771,"Stabinger, Matthias","Stabinger [Stabingher;, Staubinger], Matthias [Mattia]",1739.0,1815.0,Germany,,opera.stanford,,"Stabinger [Stabingher;, Staubinger], Matthias [Mattia]"
4772,"Stabler, ",Stabler,1949.0,,Germany,Male,operabase,Stabler,
4773,"Staden, Sigmund Theophil","Staden, Sigmund Theophil [Gottlieb]",1607.0,1655.0,Germany,,opera.stanford,,"Staden, Sigmund Theophil [Gottlieb]"
4774,"Stadler, Abbe","Stadler, Abbe",,,Austria,,opera.stanford,,"Stadler, Abbe"
4775,"Stadtfeld, Alexandre","Stadtfeld, (Christian Josef Anton Franz) Alexandre",1826.0,1853.0,Germany,,opera.stanford,,"Stadtfeld, (Christian Josef Anton Franz) Alexandre"
4776,"Staempfli, Edward","Staempfli, Edward",1908.0,2002.0,Germany,,opera.stanford,,"Staempfli, Edward"
4777,"Staggins, Nicholas","Staggins, Nicholas",,1700.0,Canada,,opera.stanford,,"Staggins, Nicholas"
4778,"Stair, Patty","Stair, Patty",1869.0,1926.0,United States,,opera.stanford,,"Stair, Patty"
4779,"Stalder, Joseph Franz Xaver Dominik","Stalder, Joseph Franz Xaver Dominik",1725.0,1765.0,Switzerland,,opera.stanford,,"Stalder, Joseph Franz Xaver Dominik"
4780,"Stamitz, Carl","Stamitz, Carl (Philipp)",1745.0,1801.0,Germany,,opera.stanford,,"Stamitz, Carl (Philipp)"
4781,"Stanczyk, ",Stanczyk,1977.0,,Poland,Male,operabase,Stanczyk,
4782,"Standford, Patric","Standford (Gledhill), (John) Patric",1939.0,,United Kingdom,,opera.stanford,,"Standford (Gledhill), (John) Patric"
4783,"Standfuss, J.","Standfuss, J. [Johann?]",,1759.0,Germany,,opera.stanford,,"Standfuss, J. [Johann?]"
4784,"Stanford,","Stanford,",,,United Kingdom,,opera.stanford,,"Stanford,"
4785,"Stanley, John","Stanley, John",1712.0,1786.0,United Kingdom,,opera.stanford,,"Stanley, John"
4786,"Starczewski, Felix","Starczewski, Felix",1868.0,1945.0,Poland,,opera.stanford,,"Starczewski, Felix"
4787,"Starer, Robert","Starer, Robert",1924.0,2001.0,Austria,,opera.stanford,,"Starer, Robert"
4788,"Starokadomsky, Mikhail","Starokadomsky, Mikhail",1901.0,1954.0,Belarus,,opera.stanford,,"Starokadomsky, Mikhail"
4789,"Starzer, Josef","Starzer, Josef [Joseph] (Franz?)",1726.0,1787.0,Austria,,opera.stanford,,"Starzer, Josef [Joseph] (Franz?)"
4790,"Stasny, Ludwig","Stasny, Ludwig",1823.0,1883.0,Czechia,,opera.stanford,,"Stasny, Ludwig"
4791,"Statkowski, Roman","Statkowski, Roman",1860.0,1925.0,Poland,,opera.stanford,Statkowski,"Statkowski, Roman"
4792,"Staud, ",Staud,1974.0,,Austria,Male,operabase,Staud,
4793,"Stedron, Milos","Stedron, Milos",1942.0,,Czechia,,opera.stanford,,"Stedron, Milos"
4794,"Steel, Christopher","Steel, Christopher (Charles)",1939.0,,United Kingdom,,opera.stanford,,"Steel, Christopher (Charles)"
4795,"Stefani, Józef","Stefani, Józef",1800.0,1867.0,Poland,,opera.stanford,,"Stefani, Józef"
4796,"Stefani, Jan","Stefani, Jan",1746.0,1829.0,Czechia,,opera.stanford,Stefani,"Stefani, Jan"
4797,"Steffani, ",Steffani,1654.0,1728.0,Italy,Male,operabase,Steffani,"Steffani [Staffani; Steffano; Stefani; Stephani], Agostino"
4798,"Steffens, Walter","Steffens, Walter",1934.0,,Germany,,opera.stanford,,"Steffens, Walter"
4799,"Stegmann, Carl David","Stegmann, Carl David",1751.0,1826.0,Germany,,opera.stanford,,"Stegmann, Carl David"
4800,"Stegmayer, Matthäus","Stegmayer, Matthäus",1771.0,1820.0,Austria,,opera.stanford,,"Stegmayer, Matthäus"
4801,"Steibelt, Daniel","Steibelt, Daniel",1765.0,1823.0,Germany,,opera.stanford,,"Steibelt, Daniel"
4802,"Stein, Leon","Stein, Leon",1910.0,2002.0,United States,,opera.stanford,,"Stein, Leon"
4803,"Steiner, Emma","Steiner, Emma",1850.0,1928.0,United States,,opera.stanford,,"Steiner, Emma"
4804,"Steiner, Max","Steiner, Max(imilian Raoul Walter)",1888.0,1971.0,Austria,,opera.stanford,,"Steiner, Max(imilian Raoul Walter)"
4805,"Stekke, Léon","Stekke, Léon",1904.0,1970.0,Belgium,,opera.stanford,,"Stekke, Léon"
4806,"Stemann, ",Stemann,1968.0,,Germany,Male,operabase,Stemann,
4807,"Stenberg, Jordan","Stenberg, Jordan",1947.0,,United States,,opera.stanford,,"Stenberg, Jordan"
4808,"Stenborg, Carl","Stenborg, Carl",1752.0,1813.0,Sweden,,opera.stanford,,"Stenborg, Carl"
4809,"Stenhammar, Wilhelm","Stenhammar, (Karl) Wilhelm (Eugen)",1871.0,1927.0,Sweden,,opera.stanford,,"Stenhammar, (Karl) Wilhelm (Eugen)"
4810,"Stepanian, Aro","Stepanian, Aro (Levoni)",1897.0,1966.0,Azerbaijan,,opera.stanford,,"Stepanian, Aro (Levoni)"
4811,"Stepanov, Lev","Stepanov, Lev",1908.0,,Russia,,opera.stanford,,"Stepanov, Lev"
4812,"Stephan, Rudi","Stephan, Rudi",1887.0,1915.0,Germany,,opera.stanford,,"Stephan, Rudi"
4813,"Stephanescu, George","Stephanescu, George",1843.0,1925.0,Romania,,opera.stanford,,"Stephanescu, George"
4814,"Steptoe, Roger","Steptoe, Roger (Guy)",1953.0,,Canada,,opera.stanford,,"Steptoe, Roger (Guy)"
4815,"Sterkel, Johann Franz Xaver","Sterkel, Johann Franz Xaver",1750.0,1817.0,Austria,,opera.stanford,,"Sterkel, Johann Franz Xaver"
4816,"Sternberg, Erich Walter","Sternberg, Erich Walter",1891.0,1974.0,Germany,,opera.stanford,,"Sternberg, Erich Walter"
4817,"Sternefeld, Daniël","Sternefeld, Daniël",1905.0,1986.0,Belgium,,opera.stanford,,"Sternefeld, Daniël"
4818,"Stevens, Richard John Samuel","Stevens, Richard John Samuel",1757.0,1837.0,United Kingdom,,opera.stanford,,"Stevens, Richard John Samuel"
4819,"Stevenson,","Stevenson,",,,United Kingdom,,opera.stanford,,"Stevenson,"
4820,"Stewart, Humphrey John","Stewart, Humphrey John",1856.0,1932.0,United Kingdom,,opera.stanford,,"Stewart, Humphrey John"
4821,"Stiehl, Heinrich","Stiehl, Heinrich (Franz Daniel)",1829.0,1886.0,Estonia,,opera.stanford,,"Stiehl, Heinrich (Franz Daniel)"
4822,"Still, Robert","Still, Robert",1910.0,1971.0,United Kingdom,,opera.stanford,,"Still, Robert"
4823,"Still, William Grant","Still, William Grant",1895.0,,United States,,opera.stanford,,"Still, William Grant"
4824,"Stockhausen, Karlheinz","Stockhausen, Karlheinz",1928.0,,Germany,,opera.stanford,Stockhausen,"Stockhausen, Karlheinz"
4825,"Stoeckel, Gustave J","Stoeckel, Gustave J(acob)",1819.0,1907.0,Germany,,opera.stanford,,"Stoeckel, Gustave J(acob)"
4826,"Stoessel, Albert","Stoessel, Albert (Frederic)",1894.0,1943.0,United States,,opera.stanford,,"Stoessel, Albert (Frederic)"
4827,"Stoeving, Paul","Stoeving, (Carl Heinrich) Paul",1861.0,1948.0,Germany,,opera.stanford,,"Stoeving, (Carl Heinrich) Paul"
4828,"Stojanovic, Peter Lazar","Stojanovic, Peter Lazar",1877.0,,Hungary,,opera.stanford,,"Stojanovic, Peter Lazar"
4829,"Stojkov, ",Stojkov,1941.0,,Macedonia,Male,operabase,Stojkov,
4830,"Stoker, Richard","Stoker, Richard",1938.0,,United Kingdom,,opera.stanford,,"Stoker, Richard"
4831,"Stokes, Eric","Stokes, Eric (Norman)",1930.0,1999.0,United States,,opera.stanford,Stokes,"Stokes, Eric (Norman)"
4832,"Stolz, Robert","Stolz, Robert (Elisabeth)",1880.0,1975.0,Austria,,opera.stanford,Stolz,"Stolz, Robert (Elisabeth)"
4833,"Storace, Stephen","Storace, (John Seymour) Stephen",1762.0,1796.0,United Kingdom,,opera.stanford,,"Storace, (John Seymour) Stephen"
4834,"Storch, M. Anton","Storch, M. Anton",1813.0,1888.0,Austria,,opera.stanford,,"Storch, M. Anton"
4835,"Storer, John","Storer, John",1858.0,1930.0,United Kingdom,,opera.stanford,,"Storer, John"
4836,"Stoyanov, Veselin","Stoyanov, Veselin",1902.0,1969.0,Bulgaria,,opera.stanford,,"Stoyanov, Veselin"
4837,"Stradella, Alessandro","Stradella, Alessandro",1644.0,1682.0,Italy,,opera.stanford,Stradella,"Stradella, Alessandro"
4838,"Straesser, Joep","Straesser, Joep",1934.0,,Netherlands,,opera.stanford,,"Straesser, Joep"
4839,"Strakosch, Maurice","Strakosch, Maurice",1825.0,1887.0,France,,opera.stanford,,"Strakosch, Maurice"
4840,"Strasnoy, ",Strasnoy,1970.0,,France,Male,operabase,Strasnoy,
4841,"Strassburg, Robert","Strassburg, Robert",1915.0,,United States,,opera.stanford,,"Strassburg, Robert"
4842,"Straus, Oscar","Straus, Oscar",1870.0,1954.0,Austria,,opera.stanford,Straus,"Straus, Oscar"
4843,"Strauss, Johann Baptist",StraussJ,1825.0,1899.0,Austria,Male,operabase,StraussJ,"Strauss, Johann (Baptist)"
