,work,date,language,work_url
14678,Parsifal,1962-06-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1655
14679,Aida,1962-06-10,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/596
14680,Arabella,1962-06-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9219
14681,Fidelio,1962-06-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5848
14682,Un ballo in maschera,1962-06-13,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6664
14683,Così fan tutte,1962-06-14,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/923
14684,Pelléas et Mélisande,1962-06-14,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/15134
14685,Don Carlo (Ital.),1962-06-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10173
14686,Tristan und Isolde,1962-06-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12580
14687,Salome,1962-06-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9353
14688,Turandot,1962-06-18,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2990
14689,Capriccio,1962-06-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/16094
14690,Die Meistersinger von Nürnberg,1962-06-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1298
14691,Turandot,1962-06-21,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2991
14692,Don Giovanni,1962-06-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1154
14693,Elektra,1962-06-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9005
14694,Così fan tutte,1962-06-24,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/924
14695,Rigoletto,1962-06-24,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3430
14696,Le nozze di Figaro,1962-06-25,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6282
14697,La Bohème (Puccini),1962-06-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9114
14698,Die Zauberflöte,1962-06-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4064
14699,Ariadne auf Naxos,1962-06-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11402
14700,Pagliacci,1962-06-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4401
14701,Cavalleria rusticana,1962-06-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7742
14702,Le nozze di Figaro,1962-06-29,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6283
14703,La cenerentola,1962-06-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12148
14704,Un ballo in maschera,1962-06-30,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6667
14705,Le nozze di Figaro,1962-09-01,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6284
14706,Tosca,1962-09-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4234
14707,La cenerentola,1962-09-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12149
14708,Un ballo in maschera,1962-09-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6669
14709,Die verkaufte Braut,1962-09-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10873
14710,Carmen,1962-09-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12778
14711,La traviata,1962-09-08,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6339
14712,Turandot,1962-09-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2992
14713,Der fliegende Holländer,1962-09-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3671
14714,Don Carlo (Ital.),1962-09-11,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10174
14715,Die Zauberflöte,1962-09-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4065
14716,Ariadne auf Naxos,1962-09-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11403
14717,Così fan tutte,1962-09-13,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/925
14718,Le nozze di Figaro,1962-09-13,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6285
14719,Turandot,1962-09-14,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2993
14720,Die Zauberflöte,1962-09-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4066
14721,Madama Butterfly,1962-09-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8092
14722,Der Wildschütz,1962-09-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13092
14723,Turandot,1962-09-17,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2994
14724,Don Carlo (Ital.),1962-09-18,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10175
14725,Elektra,1962-09-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9006
14726,Die Entführung aus dem Serail,1962-09-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2400
14727,Tosca,1962-09-20,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4235
14728,Die Meistersinger von Nürnberg,1962-09-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1299
14729,Le nozze di Figaro,1962-09-22,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6286
14730,Die weiße Rose,1962-09-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/42788
14731,Aida,1962-09-23,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/597
14732,Der fliegende Holländer,1962-09-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3672
14733,Die Zauberflöte,1962-09-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4067
14734,Tosca,1962-09-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4236
14735,Dialogues des Carmélites,1962-09-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13549
14736,Der Rosenkavalier,1962-09-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2721
14737,Così fan tutte,1962-09-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/926
14738,Le nozze di Figaro,1962-09-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6287
14739,Pagliacci,1962-09-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4402
14740,Cavalleria rusticana,1962-09-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7743
14741,Die Entführung aus dem Serail,1962-09-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2401
14742,Pelléas et Mélisande,1962-09-30,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/15135
14743,Madama Butterfly,1962-10-01,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8095
14744,Pelléas et Mélisande,1962-10-02,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/15136
14745,Tosca,1962-10-03,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4238
14746,Don Carlo (Ital.),1962-10-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10176
14747,Der Rosenkavalier,1962-10-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2727
14748,Un ballo in maschera,1962-10-07,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6670
14749,Ariadne auf Naxos,1962-10-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11404
14750,Tosca,1962-10-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4239
14751,Die Zauberflöte,1962-10-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4069
14752,Le nozze di Figaro,1962-10-10,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6288
14753,Carmen,1962-10-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12787
14754,Oedipus der Tyrann,1962-10-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1890
14755,Don Giovanni,1962-10-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1155
14756,Le nozze di Figaro,1962-10-13,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6290
14757,Die Zauberflöte,1962-10-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4070
14758,La Bohème (Puccini),1962-10-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9116
14759,Salome,1962-10-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9354
14760,La forza del destino,1962-10-16,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8837
14761,Der Rosenkavalier,1962-10-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2730
14762,Ein Sommernachtstraum,1962-10-18,in englischer Sprache,https://archiv.wiener-staatsoper.at/performances/7610
14763,Die Entführung aus dem Serail,1962-10-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2403
14764,Tosca,1962-10-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4241
14765,Elektra,1962-10-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9007
14766,Così fan tutte,1962-10-22,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/927
14767,Madama Butterfly,1962-10-22,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8098
14768,Ariadne auf Naxos,1962-10-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11405
14769,Ein Sommernachtstraum,1962-10-25,in englischer Sprache,https://archiv.wiener-staatsoper.at/performances/7611
14770,Le nozze di Figaro,1962-10-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6292
14771,Die Entführung aus dem Serail,1962-10-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2404
14772,Tosca,1962-10-27,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4242
14773,Don Giovanni,1962-10-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1156
14774,Elektra,1962-10-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9008
14775,Die Entführung aus dem Serail,1962-10-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2406
14776,Ein Sommernachtstraum,1962-10-30,in englischer Sprache,https://archiv.wiener-staatsoper.at/performances/7612
14777,Die Entführung aus dem Serail,1962-10-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2407
14778,Rigoletto,1962-10-31,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3435
14779,Carmen,1962-11-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12794
14780,Don Carlo (Ital.),1962-11-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10177
14781,Ein Sommernachtstraum,1962-11-03,in englischer Sprache,https://archiv.wiener-staatsoper.at/performances/7613
14782,Die Zauberflöte,1962-11-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4071
14783,Madama Butterfly,1962-11-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8100
14784,Ariadne auf Naxos,1962-11-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11406
14785,Le nozze di Figaro,1962-11-05,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6294
14786,La Bohème (Puccini),1962-11-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9119
14787,Die Zauberflöte,1962-11-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4073
14788,Tosca,1962-11-07,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4244
14789,Don Giovanni,1962-11-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1157
14790,Rigoletto,1962-11-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3441
14791,Die Fledermaus,1962-11-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8156
14792,Don Carlo (Ital.),1962-11-11,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10178
14793,Rigoletto,1962-11-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3446
14794,Salome,1962-11-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9355
14795,Die Entführung aus dem Serail,1962-11-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2408
14796,Die Zauberflöte,1962-11-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4075
14797,Don Carlo (Ital.),1962-11-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10179
14798,Der fliegende Holländer,1962-11-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3673
14799,Die Fledermaus,1962-11-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8157
14800,Die Zauberflöte,1962-11-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4078
14801,La Bohème (Puccini),1962-11-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9123
14802,Un ballo in maschera,1962-11-20,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6672
14803,Die Zauberflöte,1962-11-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4080
14804,Ariadne auf Naxos,1962-11-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11407
14805,Carmen,1962-11-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13348
14806,Pagliacci,1962-11-23,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4403
14807,Cavalleria rusticana,1962-11-23,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7744
14808,Rigoletto,1962-11-24,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3450
14809,Le nozze di Figaro,1962-11-25,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6304
14810,La traviata,1962-11-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6340
14811,Madama Butterfly,1962-11-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8103
14812,La forza del destino,1962-11-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8838
14813,Der fliegende Holländer,1962-11-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3674
14814,Die Entführung aus dem Serail,1962-11-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2410
14815,Le nozze di Figaro,1962-11-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6309
14816,Otello,1962-11-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1891
14817,Le nozze di Figaro,1962-11-30,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6311
14818,Der fliegende Holländer,1962-12-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3675
14819,Madama Butterfly,1962-12-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8105
