,composer,composer_info,work
19785,"Prigozhin, Lyutsian [Lucian] (Abramovich [Ambramovich])"," (15.8.1926 Tashkent)
  ",Mal'chish-Kibal'chish
19786,"Prigozhin, Lyutsian [Lucian] (Abramovich [Ambramovich])"," (15.8.1926 Tashkent)
  ",Robin Gud
19787,"Pringsheim, Klaus"," (24.7.1883 Feldafing, c. München - 7.12.1972 Tokyo)
  ",Yamada Nagasama
19788,"Proch, Heinrich"," (22.7.1809 Ceská Lipa - 18.12.1878 Wien)
  ",Ring und Maske
19789,"Proch, Heinrich"," (22.7.1809 Ceská Lipa - 18.12.1878 Wien)
  ",Die Blutrache
19790,"Proch, Heinrich"," (22.7.1809 Ceská Lipa - 18.12.1878 Wien)
  ",Zweiter und dritter Stock
19791,"Proch, Heinrich"," (22.7.1809 Ceská Lipa - 18.12.1878 Wien)
  ",Die gefáhrliche Sprung
19792,"Procházka, Rudolf von"," (23.2.1864 Praha - 24.3.1936 Praha)
  ",Das Glück
19793,"Prohaska, Karl [Carl]"," (25.4.1869 Mödling, c. Wien - 28.3.1927 Wien)
  ",Madeleine Guinard
19794,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Velikan
19795,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Pir vo vremya chumi
19796,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Undina
19797,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Pir vo vremya chumi
19798,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Maddalena
19799,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Lyubov k tryom apelsinam
19800,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Ognennïy angel
19801,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Igrok
19802,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Semyon Kotko
19803,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Obrucheniye v monastïre
19804,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Voyna i mir
19805,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Povest' o nastoyashchem cheloveke
19806,"Prokofiev, Sergey Sergeyevich"," (27.4.1891 Sontsovka c. Ekaterinoslav - 5.3.1953 Moskva)
  ",Voyna i mir
19807,"Prokopiev, Trajko"," (6.11.1909 Kumanovo - 21.1.1979 Beograd)
  ",Rastanok
19808,"Propiac, (Catherine Joseph Ferdinand) Girard de"," (1759 Dijon - 31.10.1823 Paris)
  ",Isabelle et Rosalvo
19809,"Propiac, (Catherine Joseph Ferdinand) Girard de"," (1759 Dijon - 31.10.1823 Paris)
  ",Les Deux morts
19810,"Propiac, (Catherine Joseph Ferdinand) Girard de"," (1759 Dijon - 31.10.1823 Paris)
  ","Les Trois déesses rivales,"
19811,"Propiac, (Catherine Joseph Ferdinand) Girard de"," (1759 Dijon - 31.10.1823 Paris)
  ","La Fausse paysanne,"
19812,"Propiac, (Catherine Joseph Ferdinand) Girard de"," (1759 Dijon - 31.10.1823 Paris)
  ","Les Savoyards,"
19813,"Propiac, (Catherine Joseph Ferdinand) Girard de"," (1759 Dijon - 31.10.1823 Paris)
  ",La Double apothéose
19814,"Propiac, (Catherine Joseph Ferdinand) Girard de"," (1759 Dijon - 31.10.1823 Paris)
  ",La Pension des jeunes garçons
19815,"Prosev, Toma"," (10.11.1931 Skopje)
  ",Paucina
19816,"Prosev, Toma"," (10.11.1931 Skopje)
  ",Mali princ
19817,"Prot, Félix-Jean"," (1747 Senlis, Oise - 1823 Paris)
  ",Le Bal bourgeois
19818,"Prot, Félix-Jean"," (1747 Senlis, Oise - 1823 Paris)
  ",Les Rêveries renouvelées des grecs
19819,"Prot, Félix-Jean"," (1747 Senlis, Oise - 1823 Paris)
  ",Le Printemps
19820,"Prot, Félix-Jean"," (1747 Senlis, Oise - 1823 Paris)
  ",L'Amour à l'épreuve
19821,"Prota, Gabriele"," (19.5.1755 Napoli - 22.6.1843 Napoli)
  ",Ezio
19822,"Prota, Gabriele"," (19.5.1755 Napoli - 22.6.1843 Napoli)
  ",Le furberie
19823,"Prota, Gabriele"," (19.5.1755 Napoli - 22.6.1843 Napoli)
  ",Le donne dispettose
19824,"Prota, Gabriele"," (19.5.1755 Napoli - 22.6.1843 Napoli)
  ",Gli studenti
19825,"Prota, Giovanni"," (c.1786 Napoli - ?13.6.1843 Napoli)
  ",Il servo furbo
19826,"Prota, Giovanni"," (c.1786 Napoli - ?13.6.1843 Napoli)
  ",Amor del naufragio
19827,"Prota, Giovanni"," (c.1786 Napoli - ?13.6.1843 Napoli)
  ",Il cimento felice
19828,"Prota, Ignazio"," (15.9.1690 Napoli - 1.1748 Napoli)
  ",Tito Manlio
19829,"Prota, Ignazio"," (15.9.1690 Napoli - 1.1748 Napoli)
  ",La fenta fattucchiera
19830,"Prota, Ignazio"," (15.9.1690 Napoli - 1.1748 Napoli)
  ",La vedova ingegnosa
19831,"Prota, Ignazio"," (15.9.1690 Napoli - 1.1748 Napoli)
  ",La Camilla
19832,"Prota, Tommasso"," (? Napoli - > 1768)
  ",La moglie padrona
19833,"Prota, Tommasso"," (? Napoli - > 1768)
  ","L'abate,"
19834,"Prota, Tommasso"," (? Napoli - > 1768)
  ",Il cicisbeo burlato
19835,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",Il Ciro
19836,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",Il Ciro
19837,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",Il Ciro
19838,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",Xerse
19839,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",Artemisia
19840,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ","Il Theseo,"
19841,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",Il martirio di S Gennaro
19842,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",Il schiavo di sua moglie
19843,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",La colomba ferita
19844,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",La fenice d'Avila Teresa di Giesù
19845,"Provenzale, Francesco"," (c.1626 Napoli - 6.9.1704 Napoli)
  ",La Stellidaura vendicata
19846,"Prowo, Pierre"," (8.4.1697 Altona - 8.11.1757 Altona)
  ",Jahrmarkt von St Germain
19847,"Ptaszynska, Marta"," (29.7.1943 Warszawa)
  ",Oscar from Alva
19848,"Puccini, Domenico (Vincenzo Maria)"," (1772 - 25.5.1815 Lucca)
  ",La frecce d'amore
19849,"Puccini, Domenico (Vincenzo Maria)"," (1772 - 25.5.1815 Lucca)
  ","L'Ortolanella,"
19850,"Puccini, Domenico (Vincenzo Maria)"," (1772 - 25.5.1815 Lucca)
  ",Il Quinto Fabio
19851,"Puccini, Domenico (Vincenzo Maria)"," (1772 - 25.5.1815 Lucca)
  ",La scuola dei tutori
19852,"Puccini, Domenico (Vincenzo Maria)"," (1772 - 25.5.1815 Lucca)
  ","Il ciarlatano,"
19853,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Le Villi
19854,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Le Villi
19855,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Edgar
19856,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Edgar
19857,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Manon Lescaut
19858,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",La bohème
19859,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Tosca
19860,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Madama Butterfly
19861,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Madama Butterfly
19862,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Edgar
19863,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Madama Butterfly
19864,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Madama Butterfly
19865,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",La fanciulla del West
19866,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",La rondine
19867,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Il trittico
19868,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Il tabarro
19869,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Suor Angelica
19870,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Gianni Schicchi
19871,"Puccini, Giacomo (Antonio Domenico Michele Secondo Maria)"," (22.12.1858 Lucca - 29.11.1924 Brussel)
  ",Turandot
19872,"Puccini, Michele"," (27.11.1813 Lucca - 23.1.1864 Lucca)
  ",Antonio Foscarini
19873,"Puccini, Michele"," (27.11.1813 Lucca - 23.1.1864 Lucca)
  ","Giambattista Cattani,"
19874,"Puchalsky, Vladimir (Viacheslavovich)"," (2.4.1848 Minsk - 23.2.1933 Kiev)
  ",Valeria
19875,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ",Il fuoruscito
19876,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ",Teresa e Wilk
19877,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ",Il puntiglio
19878,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ",I due prigionieri
19879,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ","La burla fortunata,"
19880,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ",Werther
19881,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ",La caccia di Enrico IV
19882,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ","La principessa in campagna,"
19883,"Pucitta [Puccitta], Vincenzo"," (1778 Civitavecchia, c. Roma - 20.12.1861 Milano)
  ",Andromaca
19884,"Pueyo, Salvador"," (10.2.1935 Barcelona)
  ",Kohelet
19885,"Puget, Loïsa (Louise-Françoise)"," (11.2.1810 Paris - 1889 Pau)
  ",Le Mauvais oeil
19886,"Puget, Loïsa (Louise-Françoise)"," (11.2.1810 Paris - 1889 Pau)
  ","La Veilleuse,"
19887,"Puget, Paul-Charles-Marie"," (25.6.1848 Nantes - 14.3.1917 Paris)
  ",Beaucoup de bruit pour rien
19888,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Nanetta e Lubino
19889,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Issea
19890,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Tamas Kouli-Kan nell'India
19891,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Aurora
19892,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Adone e Venere
19893,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Achille in Sciro
19894,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Demofoonte
19895,"Pugnani, (Giulio) Gaetano (Gerolamo)"," (27.11.1731 Torino - 15.7.1798 Torino)
  ",Demetrio e Rodi
19896,"Pugni, Cesare"," (31.5.1802 Genova - 26.1.1870 St Peterburg)
  ","Il disertore svizzero,"
19897,"Pugni, Cesare"," (31.5.1802 Genova - 26.1.1870 St Peterburg)
  ",La vendetta
19898,"Pugni, Cesare"," (31.5.1802 Genova - 26.1.1870 St Peterburg)
  ",Ricciarda di Edimburgo
19899,"Pugni, Cesare"," (31.5.1802 Genova - 26.1.1870 St Peterburg)
  ",I contrabbandiere
19900,"Pugni, Cesare"," (31.5.1802 Genova - 26.1.1870 St Peterburg)
  ",Un episodio di San Michele
19901,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",A qui la troupe
19902,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",Ninetta
19903,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",La Brigue Dondaine
19904,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",Le Sosie
19905,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",Le Valet de coeur
19906,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",Le Retour d'Ulysse
19907,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",La Vocation de Marius
19908,"Pugno, (Stéphane) Raoul"," (23.6.1852 Montrouge, c. Paris - 3.1.1914 Moskva)
  ",La Petite Poucette
19909,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Li zitelle de lo vòmmero
19910,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",La marina de Chiaja
19911,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Il carnevale e la pazzia
19912,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Le nozze del Piacere e dell'Allegria
19913,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Caio Marzio Coriolano
19914,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Zenobia
19915,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Il Demetrio
19916,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Vologeso re dei Parti
19917,"Pulli, Pietro"," (c.1710 Napoli - > c.1759)
  ",Olimpiade
19918,"Purcell, Daniel"," (c.1660 London - *26.11.1717 London)
  ",The Judgement of Paris
19919,"Purcell, Henry"," (1659 London - 21.11.1695 Westminster)
  ",Dido and Aeneas
19920,"Purcell, Henry"," (1659 London - 21.11.1695 Westminster)
  ","The Prophetess,"
19921,"Purcell, Henry"," (1659 London - 21.11.1695 Westminster)
  ","King Arthur,"
19922,"Purcell, Henry"," (1659 London - 21.11.1695 Westminster)
  ",The Fairy Queen
19923,"Purcell, Henry"," (1659 London - 21.11.1695 Westminster)
  ",The Indian Queen
19924,"Purcell, Henry"," (1659 London - 21.11.1695 Westminster)
  ","The Tempest,"
19925,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Batsheba Saarenmaala
19926,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Mare ja hänen poikansa
19927,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Simo Hurtta
19928,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Sudenmorsian
19929,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Varjo
19930,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Opri ja Oleksi
19931,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Batsheba Saarenmaala
19932,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Ikaros
19933,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Vangit
19934,"Pylkkänen, Tauno Kullervo"," (22.3.1918 Helsinki - 13.3.1980 Helsinki)
  ",Tuntematon sotilas
19935,"Quarenghi, Guglielmo"," (22.10.1826 Casalmaggiore - 3.2.1882 Milano)
  ",Il dì di San Michele
19936,"Quesne, Joseph"," (15.11.1746 St. Malo - 3.7.1809 Montreal)
  ",Colas et Colinette
19937,"Quesne, Joseph"," (15.11.1746 St. Malo - 3.7.1809 Montreal)
  ",Lucas et Cécile
19938,"Quinet, Marcel"," (6.7.1915 Binche, Hainaut - 16.12.1986 Woluwé-St. Lambert)
  ",Les Deux bavards
19939,"Quintavalle, Antonio"," (? - 1724?)
  ",L'oracolo in sogno
19940,"Quintavalle, Antonio"," (? - 1724?)
  ",Il trionfo d'amore
19941,"Quintavalle, Antonio"," (? - 1724?)
  ","Paride sull'Ida,"
19942,"Quintavalle, Antonio"," (? - 1724?)
  ",Partenope
19943,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",La Fille de Roland
19944,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",Le Premier Glaire
19945,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ","Mârouf, savetier du Caire"
19946,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",Antoine et Cléopâtre
19947,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",L'Appel de la mer
19948,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",Le Miracle des loups
19949,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",Rolande et le mauvais garçon
19950,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",Martine
19951,"Rabaud, Henri (Benjamin)"," (10.11.1873 Paris - 11.9.1949 Paris)
  ",Le Jeu de l'amour et du hasard
19952,"Rabl, Walter"," (30.11.1873 Wien - 14.7.1940 Klagenfurt)
  ",Liane
19953,"Raciunas, Antanas"," (4.9.1906 Uzliasiai, c. Panevezys - 3.4.1984 Kaunas)
  ",Trys talismanai
19954,"Raciunas, Antanas"," (4.9.1906 Uzliasiai, c. Panevezys - 3.4.1984 Kaunas)
  ",Gintaro krantas
19955,"Raciunas, Antanas"," (4.9.1906 Uzliasiai, c. Panevezys - 3.4.1984 Kaunas)
  ",Maryte
19956,"Raciunas, Antanas"," (4.9.1906 Uzliasiai, c. Panevezys - 3.4.1984 Kaunas)
  ",Saules miestas
19957,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",Il sultano generoso
19958,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",Coriolano
19959,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",Fedra
19960,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",L'intrigo fortunato
19961,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",Castore e Polluce
19962,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",Blondello
19963,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",La lezione singolare
19964,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",I due prigioneri
19965,"Radicati, Felice Alessandro"," (1775 Torino - 19.3.1820 Bologna)
  ",Il medico per forza
19966,"Radó, Aladár"," (26.12.1882 Budapest - 7.9.1914 c. Beograd)
  ",The Black Knight
19967,"Radó, Aladár"," (26.12.1882 Budapest - 7.9.1914 c. Beograd)
  ",Golem
19968,"Radó, Aladár"," (26.12.1882 Budapest - 7.9.1914 c. Beograd)
  ",Shylock
19969,"Radoux, Jean-Théodore"," (9.11.1835 Liège - 20.3.1911 Liège)
  ",Le Béarnais
19970,"Radoux, Jean-Théodore"," (9.11.1835 Liège - 20.3.1911 Liège)
  ",La Coupe enchantée
19971,"Radoux-Rogier [Radoux], Charles"," (30.7.1877 Liège - 30.4.1952 Liège)
  ",Les Sangliers des Ardennes
19972,"Radoux-Rogier [Radoux], Charles"," (30.7.1877 Liège - 30.4.1952 Liège)
  ",Oudelette
19973,"Radziwell,"," (1751? Szydlowiec - 1800 Nieswicz)
  ",Wójt osady albianskiej
19974,"Raff, (Joseph) Joachim"," (27.5.1822 Lachen, c. Zürich - 24.6.1882 Frankfurt am Main)
  ",König Alfred
19975,"Raff, (Joseph) Joachim"," (27.5.1822 Lachen, c. Zürich - 24.6.1882 Frankfurt am Main)
  ",König Alfred
19976,"Raff, (Joseph) Joachim"," (27.5.1822 Lachen, c. Zürich - 24.6.1882 Frankfurt am Main)
  ",Samson
19977,"Raff, (Joseph) Joachim"," (27.5.1822 Lachen, c. Zürich - 24.6.1882 Frankfurt am Main)
  ",Die Parole
19978,"Raff, (Joseph) Joachim"," (27.5.1822 Lachen, c. Zürich - 24.6.1882 Frankfurt am Main)
  ",Dame Kobold
19979,"Raff, (Joseph) Joachim"," (27.5.1822 Lachen, c. Zürich - 24.6.1882 Frankfurt am Main)
  ",Benedetto Marcello
19980,"Raff, (Joseph) Joachim"," (27.5.1822 Lachen, c. Zürich - 24.6.1882 Frankfurt am Main)
  ",Die Eifersüchungen
19981,"Ragué, Louis-Charles"," (< 1760 ? - > 1793 Moulins)
  ",Memnos
19982,"Ragué, Louis-Charles"," (< 1760 ? - > 1793 Moulins)
  ",L'Amour filial
19983,"Raichev, Alexander"," (11.4.1922 Lom, Bulgaria)
  ",The Nightingale of Orchid
19984,"Raichev, Alexander"," (11.4.1922 Lom, Bulgaria)
  ",Most
19985,"Raichev, Alexander"," (11.4.1922 Lom, Bulgaria)
  ",Your Presence
19986,"Raichev, Alexander"," (11.4.1922 Lom, Bulgaria)
  ",Trevoga
19987,"Raichev, Alexander"," (11.4.1922 Lom, Bulgaria)
  ",Khan Asparouch
19988,"Raichl, Miroslav"," (2.2.1930 Náchod)
  ",Fuente Ovejuna
19989,"Raimann, Rudolf"," (7.5.1861 Veszprem - 26.9.1913 Wien)
  ",Enoch Arden
19990,"Raimann, Rudolf"," (7.5.1861 Veszprem - 26.9.1913 Wien)
  ",Das Waschermädel
19991,"Raimann, Rudolf"," (7.5.1861 Veszprem - 26.9.1913 Wien)
  ",Paula macht alles
19992,"Raimann, Rudolf"," (7.5.1861 Veszprem - 26.9.1913 Wien)
  ",Die Frau Gretl
19993,"Raimann, Rudolf"," (7.5.1861 Veszprem - 26.9.1913 Wien)
  ",Unser Stammhalter
19994,"Raimondi, Ignazio"," (c.1735 Napoli - 14.1.1813 London)
  ",La Muta
19995,"Raimondi, Pietro"," (20.12.1786 Roma - 30.10.1853 Roma)
  ",Le bizzarie d'amore
19996,"Raimondi, Pietro"," (20.12.1786 Roma - 30.10.1853 Roma)
  ",Le finte amazzoni
19997,"Raimondi, Pietro"," (20.12.1786 Roma - 30.10.1853 Roma)
  ",Il ventaglio
19998,"Raimondi, Pietro"," (20.12.1786 Roma - 30.10.1853 Roma)
  ",Francesca Donato
19999,"Raitio, Väinö (Eerikki)"," (15.4.1891 Sortavala - 10.9.1945 Helsinki)
  ",Jephtan tytär
20000,"Raitio, Väinö (Eerikki)"," (15.4.1891 Sortavala - 10.9.1945 Helsinki)
  ",Prinsessa Cecilia
20001,"Raitio, Väinö (Eerikki)"," (15.4.1891 Sortavala - 10.9.1945 Helsinki)
  ",Väinämöinen kosinta
20002,"Raitio, Väinö (Eerikki)"," (15.4.1891 Sortavala - 10.9.1945 Helsinki)
  ",Lyydian kuningas
20003,"Raitio, Väinö (Eerikki)"," (15.4.1891 Sortavala - 10.9.1945 Helsinki)
  ",Kaksi kuningatarta
20004,"Rajicic, Stanojlo"," (16.12.1910 Beograd - 21.7.2000 Beograd)
  ",Simonida
20005,"Rajicic, Stanojlo"," (16.12.1910 Beograd - 21.7.2000 Beograd)
  ",Simonida
20006,"Rajicic, Stanojlo"," (16.12.1910 Beograd - 21.7.2000 Beograd)
  ",Simonida
20007,"Rajicic, Stanojlo"," (16.12.1910 Beograd - 21.7.2000 Beograd)
  ",Karadjordje
20008,"Rajicic, Stanojlo"," (16.12.1910 Beograd - 21.7.2000 Beograd)
  ",Dnevnik jednog ludaka
20009,"Rajicic, Stanojlo"," (16.12.1910 Beograd - 21.7.2000 Beograd)
  ",Bele noci
20010,"Rakhmaninov, Sergey (Vasil'yevich)"," (1.4.1873 Semyonovo - 28.3.1943 Beverly Hills)
  ",Esmeralda
20011,"Rakhmaninov, Sergey (Vasil'yevich)"," (1.4.1873 Semyonovo - 28.3.1943 Beverly Hills)
  ",Aleko
20012,"Rakhmaninov, Sergey (Vasil'yevich)"," (1.4.1873 Semyonovo - 28.3.1943 Beverly Hills)
  ",Skupoy rïtsar'
20013,"Rakhmaninov, Sergey (Vasil'yevich)"," (1.4.1873 Semyonovo - 28.3.1943 Beverly Hills)
  ",Francesca da Rimini
20014,"Rakhmaninov, Sergey (Vasil'yevich)"," (1.4.1873 Semyonovo - 28.3.1943 Beverly Hills)
  ",Monna Vanna
20015,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Samson
20016,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Hippolyte et Aricie
20017,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Les Indes galantes
20018,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Castor et Pollux
